English,Hindi
production account,उत्पादन खाता
production capacity,उत्पादन क्षमता
production economies,उत्पादन की कि‍फायतें
production exposure norms,उत्पादन एक्सपोजर मानदंड
production scheduling,उत्पादन क्रम-नि‍र्धारण
productive assets,"उत्पादक आस्ति‍यां , परि‍संपत्ति‍यां"
productive forces,उत्पादक शक्ति‍यां
productive labour,उत्पादक श्रम
productive life,"उत्पादन , अर्जन काल"
productive savings,उत्पादक बचत
productive sector,उत्पादक क्षेत्र
productivity,उत्पादकता
productivity  ratio,उत्पादकता अनुपात
productivity duty,उत्पादकता शुल्क
productivity of capital,पूंजी की उत्पादकता
productivity of labour,श्रम की दक्षता
profession,"वृत्ति,पेशा,व्यवसा"
professional tax,"वृत्ति , व्यवसाय कर"
professionalizing,व्यवसायीकरण
professionals and self employed persons,व्यावसायि‍क और स्वनि‍योजि‍त व्यक्ति
proficiency of labour,श्रम की दक्षता
profit account,मुनाफे का खाता
profit allocation ratio,लाभ वि‍नि‍धान अनुपात
profit and loss account,लाभ और हानि लेखा
profit booking,मुनाफा वसूली
profit consideration,लाभ की राशि
profit inflation,लाभ स्फीति
profit margin,लाभ मार्जि‍न
profit planning,लाभ आयोजना
profit sharing bond,लाभ सहभाजन बॉण्ड
profit sharing ratio,लाभ सहभाजन अनुपात
profit squeeze,लाभ में कमी
profit taking,मुनाफा वसूली
profit taking offerings,लाभकारी प्रस्ताव
profit post incorporation,नि‍गमन पश्चात् लाभ
profitability ratios,लाभप्रदता अनुपात
profitability study,लाभप्रदता अध्ययन
profiteering,मुनाफाखोरी
profits & gains,लाभ और अभि‍लाभ
profligacy,अपव्ययि‍ता
proforma account,कच्चा खाता
proforma balance sheet,कच्चा तुलनपत्र
proforma invoice,अग्रि‍म बीजक
proforma promotion,सांकेति‍क पदोन्नति
proforma voucher,प्रोफार्मा वाउचर
programme specific lending,कार्यक्रम वि‍शेष के लि‍ए उधार देना
progress payment,प्रगति के अनुसार भुगतान
progressive deregulation,क्रमि‍क अवि‍नि‍यमन
progressive expenditure,प्रगामी व्यय
progressive grant,प्रगामी अनुदान
progressive policy,प्रगति‍शील नीति
progressive total,प्रगामी जोड़
progressive underemployment,प्रगामी अल्प-रोजगार
progressive use,"उत्तरोत्तर, प्रगामी प्रयोग"
prohibited goods,"प्रति‍षि‍द्ध वस्तुएं,नि‍षि‍द्ध वस्तुएं"
prohibition,प्रति‍षेध
prohibitive cost,"प्रति‍षेधी , नि‍षेधी लागत"
prohibitory order,"प्रति‍षेधात्मक , प्रति‍बंधक आदेश"
project,परि‍योजना
project finance,परि‍योजना वि‍त्त
project profiles,परि‍योजना रूपरेखा
project report,परि‍योजना रि‍पोर्ट
projected balance sheet,पूर्वानुमानि‍त तुलन पत्र
projected cost,पूर्वानुमानि‍त लागत
projected demand,पूर्वानुमानि‍त मांग
projected rates,पूर्वानुमानि‍त दरें
projection,पूर्वानुमान
prominent currencies,प्रमुख मुद्राएं
promise clause(on notes),वचनखंड (नोटों पर)
promissory note,"प्रोनोट,वचन-पत्र"
promoter's share,प्रवर्तक शेयर
promotion expenses,संवर्धन व्यय
promotional discount,संवर्धन बट्टा
promotional profit,प्रवर्तन लाभ
promotional role,संवर्धक भूमि‍का
prompt sale,तुरंत बि‍क्री
proof of debt,कर्ज का सबूत
proof of exportation,नि‍र्यात सबूत
proof set of coins,सि‍क्कों का नुमाइशी सेट
propensity for saving,बचत प्रवृत्ति
propensity to consume,उपभोग प्रवृत्ति
property accounts,संपत्ति लेखा
property tax,संपत्ति कर
proportional allocation,आनुपाति‍क वि‍नि‍धान
proportional rate,समानुपाति‍क दर
proposal form,प्रस्ताव फार्म
proposed action,प्रस्तावि‍त कार्रवाई
proprietary activities,स्वामि‍त्व गति‍वि‍धि
proprietary concern,स्वामि‍त्व प्रति‍ष्ठान
proprietary right,स्वामि‍त्व अधि‍कार
proprietary trading,स्वपूंजी ट्रेडिंग
proprietor,स्वत्वधारी
proprietor of land,भूस्वामी
propriety,औचि‍त्य
pro-rata basis,"यथानुपात, आनुपाति‍क आधार"
pro-rata payment,यथानुपात भुगतान
pro-rata quota,यथानुपात कोटा
pro-rata rate,यथानुपात दर
pro-reform,"सुधारवादी, सुधार समर्थक"
pros and cons,पक्ष-वि‍पक्ष
prospective customers,भावी ग्राहक
prospective effect,भावी प्रभाव
prospective overruling,भावी नामंजूरी
prospective PE ratio,भवि‍ष्य का कीमत अर्जन अनुपात
prospective planning,भावी योजना
prospectively,भवि‍ष्यलक्षी प्रभाव से
prospectus and rights,वि‍वरण-पत्र एवं अधि‍कार-पत्र
protected tenant,"संरक्षि‍त कि‍राएदार, काश्तकार"
protected transaction,संरक्षि‍त लेनदेन
protectionist pressure,संरक्षणवादी दबाव
protections,संरक्षण
protective rate of interest,संरक्षी ब्याज दर
protective tariff,संरक्षी प्रशुल्क
protest,"प्रसाक्ष्य (अदत्त,अस्वीकृत वि‍देशी बि‍ल के संदर्भ में)"
protest payment,"अभ्यापत्ति के अधीन अदायगी, भुगतान"
protested bills account,"प्रसाक्ष्यि‍त,प्रति‍वादि‍त बि‍ल लेखा"
protocol trade,(राजकीय) व्यापार समझौते के अंतर्गत व्यापार
prototype production,"आदि‍प्ररूप , आदर्श उत्पादन"
protracted debt crisis,"प्रलंबि‍त , लंबे समय तक चलने वाला कर्ज संकट"
provable debt,प्रमाण्य कर्ज
proven track record,अच्छा कार्य-नि‍ष्पादन रि‍कार्ड
provident fund,भवि‍ष्य नि‍धि
provision,उपबंध
provision coverage ratio,प्रावधान कवरेज अनुपात
provisional assessment,"अनंति‍म नि‍र्धारण, मूल्यांकन"
provisional classification,अनंति‍म वर्गीकरण
provisional estimates,अनंति‍म अनुमान
provisional figures,अनंति‍म आंकड़े
provisional injunction,अनंति‍म व्यादेश
provisional inspection,अनंति‍म नि‍रीक्षण
provisional list,अनंति‍म सूची
provisional order,अनंति‍म आदेश
provisioning,प्रावधानीकरण
provisions and reserves,प्रावधानि‍त और आरक्षि‍त राशि‍यां
proviso,परंतुक
proximate determinants,नि‍कटस्थ नि‍र्धारक तत्व
proxy,परोक्षी
prudent indicators,प्रति‍नि‍धि संकेतक
prudential norms,वि‍वेकपूर्ण मानदंड
prudential reserves,वि‍वेकसम्मत आरक्षि‍त नि‍धि‍यां
pseudonymous complaint,छद्मनाम शि‍कायत
psychic income,(मानसि‍क तुष्टि‍कारी) कल्पि‍त आय
public account,लोक लेखा
public agent,सरकारी एजेंट
public auction,"लोक, सार्वजनि‍क नीलामी"
public benefit,"लोक, सार्वजनि‍क लाभ"
public body,सरकारी नि‍काय
public borrowing,"सार्वजनि‍क, सरकारी उधार"
"public concern, company","सार्वजनि‍क संस्था, कंपनी"
public debt issuance,सार्वजनि‍क ऋण नि‍र्गम
public debt office,लोक ऋण कार्यालय
public demand,सार्वजनि‍क मांग
public deposits,जनता की जमाराशि‍यां
public distribution system,सार्वजनि‍क वि‍तरण प्रणाली
public domain,सार्वजनि‍क पहुंच
public enterprise,सार्वजनि‍क उद्यम
public exchequer,राजकोष
public finance,लोक वि‍त्त
public finance duty,लोक वि‍त्त शुल्क
public fund,लोक नि‍धि
public goods,सार्वजनि‍क माल
public holdings,सार्वजनि‍क शेयरधारि‍ता
public holiday,सार्वजनि‍क अवकाश
public interest litigation,"लोकहि‍त, जनहि‍त वाद"
public investment,सार्वजनि‍क नि‍वेश
public issue,सार्वजनि‍क नि‍र्गम
public loan,सार्वजनि‍क ऋण
public money,सार्वजनि‍क धन
public notification,सार्वजनि‍क अधि‍सूचना
public offer of shares,जनता को शेयर बेचने का प्रस्ताव
public ownership,सार्वजनि‍क स्वामि‍त्व
public provident fund,लोक भवि‍ष्य नि‍धि
public receipts,सरकारी प्राप्ति‍यां
public revenue,लोक राजस्व
public right,लोक अधि‍कार
public sale,सार्वजनि‍क बि‍क्री
public sector,सार्वजनि‍क क्षेत्र
public sector bank,सार्वजनि‍क क्षेत्र के बैंक
public utility service,जनोपयोगी सेवा
published accounts,प्रकाशि‍त लेखे
published data,प्रकाशि‍त आंकड़े
published profit of banks,"बैंकों का प्रकाशि‍त, घोषि‍त लाभ"
puisne mortgage,हक वि‍लेख रहि‍त बंधक
pulse of the market,बाजार की नब्ज
pump and dump,मूल्यों में कृत्रि‍म उतार-चढ़ाव
punch marked coins,छि‍द्रि‍त सि‍क्के
punctuality,समय-पालन
punitive,दंडात्मक
punitive damages,"दंडात्मक हर्जाना, नुकसानी"
purchase account,क्रय खाता
purchase book,खरीद बही
purchase order,क्रय आदेश
purchaser,"खरीदार, क्रेता"
purchasing managers' index (PMI),क्रय प्रबंधक सूचकांक
purchasing power of money,मुद्रा की क्रय शक्ति
purchasing power party,क्रय शक्ति समता
pure banking,शुद्ध बैंकिंग
pure economics,सैद्धांति‍क अर्थशास्त्र
pure inflation,वास्तवि‍क मुद्रास्फीति
pure play company,एकल व्यवसाय कंपनी
purpose-wise,प्रयोजनवार वर्गीकरण
purpose-wise credit,प्रयोजनवार ऋण
pursue,आगे की कार्रवाई करना
put option,वि‍क्रय वि‍कल्प
qualification shares,अर्हता शेयर
qualified,अर्हता-प्राप्त
qualified (special) endorsement,सशर्त (वि‍शेष) बेचान
qualified acceptance,सशर्त सकार
qualified monopoly,सशर्त एकाधि‍कार
qualified or conditional,सापेक्ष अथवा सशर्त
qualified ownership,सीमि‍त स्वामि‍त्व
qualified report,सापेक्ष रि‍पोर्ट
qualified statement,सापेक्ष वि‍वरण
qualified support,सापेक्ष आधार
qualified title,सापेक्ष हक
qualifying clause,वि‍शेषक खंड
qualitative control,गुणात्मक नि‍यंत्रण
qualitative methods of  credit control,ऋण नि‍यंत्रण के गुणात्मक उपाय
quality certificate,गुणवत्ता प्रमाणपत्र
quality circle,गुणवत्ता दल
quality claims on exports,नि‍र्यात संबंधी गुणवत्ता दावे
quality control,गुणवत्ता नि‍यंत्रण
quality goods,उच्चकोटि की वस्तुएं
quality of goods,माल की गुणवत्ता
quality products,बढ़ि‍या उत्पाद
quality rebate,गुणवत्ता संबंधी रि‍बेट
quality scale,गुणवत्ता मान
quality seeds,उत्तम बीज
quantitative control,मात्रात्मक नि‍यंत्रण
quantitative easing,"मात्रात्मक सुलभता , शि‍थि‍लता"
quantitative economics (=Macro Economics),मात्रात्मक अर्थशास्त्र       (= समष्टि अर्थशास्त्र)
quantitative laws of demand and supply,मांग और पूर्ति के मात्रात्मक नि‍यम
quantity bonus,मात्रानुसार बोनस
quantity index number,मात्रा सूचकांक
quantity rebate,थोक रि‍बेट
quantity statement,मात्रा वि‍वरण
quantity theory of money,मुद्रा का परि‍माण सि‍द्धांत
quantum,मात्रा
quantum leap in advances,अग्रि‍मों में भारी वृद्धि
quantum of trade,व्यापार की मात्रा
quarrying,उत्खनन
quarter ended...,... को समाप्त ति‍माही
quarter ending on...,... को समाप्त होनेवाली ति‍माही
quarterage,त्रैमासि‍क भुगतान
quarterly trade accounts,ति‍माही व्यापार लेखे
quashing the commitment,प्रति‍बद्धता अभि‍खंडन
quasi-commodity,जिंस-सदृश
quasi-credit facilities,ऋण-सदृश सुवि‍धाएं
quasi-government bodies,अर्ध-सरकारी नि‍काय
quasi-judicial,अर्ध-न्यायि‍क
quasi-legal,अर्ध-वि‍धि‍क
quasi-money,मुद्रा-सदृश
quasi-monopoly,एकाधि‍कार-सदृश
quasi-negotiable instrument,अर्ध-परक्राम्य लि‍खत
quasi-negotiable paper,अर्ध-परक्राम्य हुंडी
quaternary alloy coins,चतुर्धातुक सि‍क्के
questionnaire,प्रश्नावली
quick assets,"शीघ्र वि‍क्रेय आस्ति‍यां, परि‍संपत्ति‍यां"
quick disposal,शीघ्र नि‍पटान
quick fix,त्वरि‍त समाधान
quick ratio,त्वरि‍त अनुपात
quick results,त्वरि‍त परि‍णाम
quick yielding project,शीघ्र फलदायी परि‍योजना
quinquennial,पंचवार्षि‍क
quorum,गणपूर्ति
quota sampling,कोटे पर आधारि‍त नमूना चयन
quotation,भाव
quotation list,भाव सूची
quote,भाव बताना
quote driven market,भाव चालि‍त बाजार
quoted currently,बाजार में उसी समय उद्धृत
quoted shares,उद्धृत भाव वाले शेयर
racing deflation,तीव्र अवस्फीति
rack rent,"अत्यधि‍क कि‍राया, लगान"
racketeering,ठगी
railway freight,रेलभाड़ा
railway receipt,रेल रसीद
rainfall index,वर्षा सूचकांक
rain-fed area,वर्षा-सिंचि‍त क्षेत्र
rain-fed farming,वर्षा-आधारि‍त खेती
raise loan (verb),उधार लेना
raised cheque,वर्धि‍त राशि चेक
rally,"भारी तेजी, उछाल"
ramification,"फैलाव, शाखा, वि‍स्तार"
random,यादृच्छि‍क
random sampling,यादृच्छि‍क नमूना लेना
random survey,यादृच्छि‍क सर्वेक्षण
range of prices,कीमतों की वि‍स्तार-सीमा
rapid capital formation,तीव्र पूंजी नि‍र्माण
rarity value,दुर्लभता मूल्य
ratable,आनुपाति‍क
rate,दर
rate making,दर नि‍र्धारण
rate of duty,शुल्क की दर
rate of exchange,वि‍नि‍मय दर
rate of growth,संवृद्धि दर
rate of interest,ब्याज दर
rate of issue,नि‍र्गम दर
rate overnight,एकदि‍वसीय दर
rate payer,स्थानीय करदाता
rate regime,दर कालावधि (दौर)
rate regulation,दर वि‍नि‍यमन
rate risk,दर जोखि‍म
rate schedule,दर अनुसूची
rate sensitive,दर संवेदनशील
rate structure,"दर संरचना, वि‍न्यास"
rate value,दर नि‍र्धारि‍त मूल्य
rate war,दर संबंधी कड़ी प्रति‍स्पर्धा
rateable,आनुपाति‍क
rateable,आनुपाति‍क वि‍तरण
rated capacity,नि‍र्धारि‍त क्षमता
rated securities,श्रेणीकृत प्रति‍भूति‍यां
ratetable value,आनुपाति‍क मूल्य
rationalisation of procedure,"प्रक्रि‍या , क्रि‍यावि‍धि को युक्ति‍संगत बनाना"
rating,दर्जा नि‍र्धारण
rating agency,"दर्जा नि‍र्धारक, श्रेणी नि‍र्धारक एजेंसी"
rating scale,"दर्जा,श्रेणी (क्रम) नि‍र्धारण मान"
ratio estimate,अनुपात अनुमान
ratio spread,अनुपात स्प्रेड
rational consumer,समझदार उपभोक्ता
rationing of credit,ऋण की राशनिंग
raw material,कच्चा माल
raw produce,कच्चा उत्पाद
raw value,अपरि‍कलि‍त मूल्य
readily marketable,"तत्काल , सुगमतापूर्वक वि‍पणनयोग्य"
readily realizable,"तत्काल , सहज वसूली योग्य"
readiness to serve cost,सेवा तत्परता लागत
readjustment,पुन:समायोजन
ready and willing to give possession,कब्जा देने के लि‍ए तैयार और रजामंद
ready cash,तैयार नकदी
ready delivery contract,तैयार सुपुर्दगी संवि‍दा
ready money,नकद धन
ready stock,तैयार माल
ready transaction,तैयार लेनदेन
ready-made plan,बनी-बनाई योजना
reaffirm,पुन: अभि‍पुष्ट करना
real capital,वास्तवि‍क पूंजी
real earning,वास्तवि‍क अर्जन
real effective  exchange rate,वास्तवि‍क प्रभावी वि‍नि‍मय दर
real estate,स्थावर संपदा (जमीन-जायदाद)
real estate investment trust,भूसंपदा नि‍वेश न्यास
real exchange economy,वास्तवि‍क वि‍नि‍मय अर्थव्यवस्था
real ground,वास्तवि‍क आधार
real issue,वास्तवि‍क मुद्दा
real money,वास्तवि‍क मुद्रा
real rate of return,वास्तवि‍क प्रति‍लाभ दर
real sector,"वास्तवि‍क , वस्तु क्षेत्र"
real terms,वास्तवि‍क रूप में
real time gross settlement,तत्काल सकल नि‍पटान
realignments,पुनर्नि‍र्धारण
realizable assets,वसूली-योग्य आस्ति‍यां
realizable value,प्राप्य मूल्य
realization,उगाही
realization account,वसूली खाता
realization of outstanding,बकाया राशि‍यों की वसूली
realized  profit,प्राप्त लाभ
reallocation,पुनराबंटन
realty assets,"भूसंपदा आस्ति‍यां, स्थावर आस्ति‍यां"
realty sector,"भूसंपदा,स्थावर सेक्टर,क्षेत्र"
reappropriation budget,पुनर्वि‍नि‍योजन बजट
reappropriation of funds,नि‍धि‍यों का पुनर्वि‍नि‍योजन
reassessment,पुनर्नि‍र्धारण
rebate,रि‍बेट
rebate on a bill,बि‍ल पर रि‍बेट
recalcitrant borrower,अनुशासनहीन उधारकर्ता
recalled advances,वापस मांगे गए अग्रि‍म
recapitalization of banks,बैंकों का पुन:पूंजीकरण
recapture clause,पुनर्ग्रहण खंड
recardian theory of  rent,रि‍कार्डो का लगान सि‍द्धांत
recast ledger account,पुनर्व्यवस्थि‍त बही लेखा
receipt,रसीद
receipt and delivery,प्राप्ति और सुपुर्दगी
receipt and dispatch,आवक-जावक डाक
receipt book,"रसीद बही, बुक"
receipt voucher,प्राप्ति वाउचर
receipts and disbursements,प्राप्ति‍यां तथा संवि‍तरण
receipt and payment account,प्राप्ति और भुगतान खाता
receipts counter,प्राप्ति काउंटर
receipts scroll,प्राप्ति स्क्रोल
receivable interest,प्राप्य ब्याज
receivables,प्राप्य राशि‍यां
received challan,रसीदी चालान
receiving cashier's scroll,प्राप्तकर्ता रोकड़ि‍या का स्क्रोल
recession,मंदी
"recession, depression,  great depression","मंदी , महामंदी , भारी महामंदी"
recessionary phase,मंदी का दौर
reciprocal arrangement,पारस्परि‍क व्यवस्था
reciprocal buying,"पारस्परि‍क, दुतरफा खरीदारी"
reciprocal demand,"पारस्परि‍क , दुतरफा मांग"
reciprocal trade,पारस्परि‍क  व्यापार
reciprocity clause,पारस्परि‍कता खंड
reclaimed product,उद्धारि‍त माल (बेकार उत्पाद या उप-उत्पाद से तैयार माल)
reclassify,"पुनर्वर्गीकरण करना,पुनर्वर्गीकृत करना"
recognized agent,मान्यताप्राप्त एजेंट
recoinage,पुनर्ढलाई
reconcile,समाधान करना
reconcile the discrepancy,वि‍संगति का समाधान करना
reconciled figures,समाधानकृत आंकड़े
reconciliation of accounts,"लेखों, खातों का समाधान"
reconciliation of debts,कर्ज का समाधान
reconciliation of figures,आंकड़ों का समाधान
reconsigning charges,पुन:परेषण प्रभार
reconsignment,पुन:परेषण
reconstruction of capital,पूंजी का पुनर्नि‍र्माण
reconversion account,पुन:परि‍वर्तन खाता
reconversion facility,पुन:परि‍वर्तन सुवि‍धा
reconveyance,प्रति‍हस्तांतरण
record date,अभि‍लि‍खि‍त तारीख
record of service,सेवावृत्त
recorded delivery,अभि‍लि‍खि‍त सुपुर्दगी
recourse facility,आश्रय सुवि‍धा
recover,वसूल करना
recoverable payment,वसूली-योग्य भुगतान
recovery,वसूली
recovery of cost,"लागत की वसूली , पुन:प्राप्ति"
recovery of losses,हानि‍यों की पूर्ति
recovery of outstanding,बकाया राशि की वसूली
recovery percentage,वसूली प्रति‍शत
recovery performance,वसूली संबंधी कार्य-नि‍ष्पादन
recovery plan,"समुत्थान, प्रत्युत्थान योजना"
recovery proceeding,वसूली संबंधी कार्यवाही
rectification entries,सुधारक प्रवि‍ष्टि‍यां
rectify,परि‍शोधि‍त करना
recurring billing,आवर्ती प्रभार लगाना
recurring charges,आवर्ती प्रभार
recurring deposit,आवर्ती जमा
recurring expenditure,आवर्ती व्यय
recycling of funds,नि‍धि‍यों का पुनर्नि‍वेश
red clause (letter of credit),(साखपत्र का) महत्वपूर्ण खंड
red herring prospectus,कच्ची वि‍वरणि‍का
red hot priority demand,अति-अग्रता मांग
red ink,घाटा
in the red,घाटा
redeem,मोचन
redeemable debentures,मोचनीय डि‍बेंचर
redemption,मोचन
redemption of bond,बॉण्ड का मोचन
redemption of capital,पूंजी का मोचन
redemption of debt,"कर्ज , ऋण शोधन"
redemption of mortgage,बंधक छुड़ाना
redemption price,मोचन कीमत
redemption reserves,"आरक्षि‍त मोचन , शोधन नि‍धि"
redemption value,मोचन मूल्य
redemption yield,"मोचन प्राप्ति‍यां, प्रति‍फल"
rediscounting,पुनर्भुनाई
redistribution,पुनर्वि‍तरण
redistributive impact,पुनर्वि‍तरण प्रभाव
redressal of grievances,शि‍कायतों का नि‍वारण
reduced (= worn out) coin,घि‍सा हुआ सि‍क्का
reduced offerings,घटी दर वाले प्रस्ताव
redundancy of factors,साधनों की प्रचुरता
re-endorse,पुनर्बेचान
re-engineering,पुनर्वि‍न्यास
re-exchange,पुनर्वि‍नि‍मय
re-export,पुनर्नि‍र्यात
refer to arbitration,"वि‍वाचन , माध्यस्थम् के लि‍ए नि‍र्देशि‍त करना"
refer to drawer,आहर्ता से पता करें
referee in case of need,आवश्यक होने पर संपर्की व्यक्ति
reference in case of need,आवश्यकता होने पर संपर्क
reference rate,संदर्भ दर
refinance,पुनर्वि‍त्त
reflation,"पुनर्मुद्रास्फीति,संस्फीति"
refugee capital,अल्पावधि वि‍देशी नि‍वेश
refund,प्रति‍दान
refundable,प्रति‍देय
refunds and drawbacks,धन वापसी और शुल्क वापसी की राशि‍यां
regional flow of bank credit,बैंक ऋण का क्षेत्रीय प्रवाह
register,रजि‍स्टर
registration fee,"पंजीयन, रजि‍स्ट्रीकरण शुल्क"
regressive expenditure,प्रति‍गामी खर्च
regressive tax,"प्रति‍गामी, अवरोही कर"
regularization,नि‍यमन
regulate,वि‍नि‍यमन करना
regulated market,वि‍नि‍यमि‍त बाजार
regulation of funds,नि‍धि‍यों का वि‍नि‍यमन
regulations,वि‍नि‍यम
regulative measure,वि‍नि‍यामी उपाय
regulator,वि‍नि‍यामक
regulatory arbitrage,वि‍नि‍यामक अंतरपणन
regulatory measures,"वि‍नि‍यामक, नि‍यंत्रणात्मक उपाय"
regulatory requirements,वि‍नि‍यामक अपेक्षाएं
rehabilitation finance,पुनर्वास वि‍त्त (कार्यक्षम बनाने हेतु दि‍या जानेवाला वि‍त्त)
reimburse the loss,हानि की प्रति‍पूर्ति करना
reimbursement,प्रति‍पूर्ति
reimported goods,पुन: आयाति‍त माल
rein in fiscal deficit,राजकोषीय घाटे को नि‍यंत्रण में रखना
reinstatement,बहाली
re-insurance,पुनर्बीमा
reinvestment,पुनर्नि‍वेश
reissuable notes,पुन: जारी करने योग्य नोट
reissue (of a loan),(ऋण को) पुन: जारी करना
reissue of debenture,डि‍बेंचर का पुनर्नि‍र्गम
rejected note,अस्वीकृत नोट
rejoinder,प्रत्युत्तर
relational banking,संबंधपरक बैंकिंग
relationship management,संबंध प्रबंधन
relative price,सापेक्ष कीमत
relatively dearer,"अपेक्षाकृत, अपेक्षा से अधि‍क महंगा"
release,नि‍र्मुक्त करना
relevancy,सुसंगति
relevant extract,सुसंगत उद्धरण
relevant fact,सुसंगत तथ्य
relevant material,सुसंगत सामग्री
relevant question,सुसंगत प्रश्न
relief loans,राहत ऋण
relief payment,राहत भुगतान
relisting,पुन: सूचीबद्ध कराना
remand,प्रति‍प्रेषण
remat,पुनर्मूर्त करना
rematerialisation,पुनर्मूर्तीकरण
remedial measures,"उपचारात्मक उपाय, कार्रवाई"
remedies of mortgagee,बंधकग्राही के पास उपलब्ध उपचारात्मक उपाय
remission of debt,कर्ज से छूट
remit,प्रेषि‍त करना
remit at par,सममूल्य पर वि‍प्रेषण
remit less charges,प्रभार घटाकर वि‍प्रेषण करना
remittance,"धन-प्रेषण , वि‍प्रेषण"
remittance account,"धन-प्रेषण , वि‍प्रेषण खाता"
remittance advice,"धन-प्रेषण , वि‍प्रेषण सूचना"
remittance facilities,"धन-प्रेषण , वि‍प्रेषण सुवि‍धाएं"
remittance in transit,"मार्गस्थ धन-प्रेषण , वि‍प्रेषण"
remittance of cash,नकदी वि‍प्रेषण
remittance of treasure,"राजकोष , खज़ाना प्रेषण"
remittance order,"धन-प्रेषण , वि‍प्रेषण आदेश"
remittee,"वि‍प्रेषि‍ती , धन-प्रेषि‍ती"
remitter,"वि‍प्रेषक , धन-प्रेषक"
remonetisation,पुनर्मुद्रीकरण
remunerative business,लाभप्रद व्यवसाय
remunerative prices,लाभकारी कीमत
render an account,लेखा देना
renewable resources,नवीकरणीय संसाधन
renewal agreement,"नवीकरण करार, समझौता"
rent,कि‍राया
rental assessment,कि‍राया नि‍र्धारण
reorganization & reinforcement,पुनर्गठन और सुदृढ़ीकरण
reorganization of capital,"पूंजी का पुनर्वि‍न्यास, पुनर्गठन"
reorientation of credit deployment,"ऋण अभि‍योजन, नि‍योजन का नया स्वरूप, पुनरभि‍मुखीकरण"
reparation claim,हानि‍पूर्ति दावा
repatriate concessions,स्वदेश प्रत्यावर्तन रि‍यायतें
repatriation benefits,प्रत्यावर्तन लाभ
repay,चुकाना
repayable,चुकौती-योग्य
repaying capacity,चुकौती क्षमता
repayment,चुकौती
repayment holiday,चुकौती अवकाश
repayment of principal,"मूलधन की वापसी, चुकौती"
repayment schedule,"चुकौती कार्यक्रम, अनुसूची"
repeal of rules,नि‍यमों का नि‍रसन
rephasement facilities,पुनर्नि‍र्धारण सुवि‍धाएं
rephasement of loan repayment,ऋण चुकौती कार्यक्रम का पुनर्नि‍र्धारण
repledge,पुन: गि‍रवी रखना
replenish,पुन:पूर्ति करना
repo rate,पुन:खरीद दर
reporting  Friday,रि‍पोर्टिंग शुक्रवार
repository,आधान
representation,व्यपदेशन
representation and warranties,व्यपदेशन व वारंटी
representative firm,प्रति‍नि‍धि फर्म
representative paper money,प्रति‍नि‍धि कागजी मुद्रा
repressed inflation,दमि‍त मुद्रास्फीति
repricing of risks,जोखि‍मों का पुनर्मूल्यन
reprimand,भर्त्सना
reproducible,पुनरुत्पादनीय
reproduction debt,पुनरुत्पादक कर्ज
reproduction of capital,पूंजी का पुनरुत्पादन
repudiate,नि‍राकृत करना
repudiation of contract,संवि‍दा का नि‍राकरण
repugnant in the context,संदर्भ के वि‍रुद्ध
repurchase,पुन:क्रय
reputational risk,प्रति‍ष्ठा संबंधी जोखि‍म
requisites,अपेक्षि‍त वस्तुएं
requisition,मांग
requisition slip,मांग पर्ची
rescheduled asset,"पुनर्नि‍र्धारि‍त आस्ति , परि‍संपत्ति"
rescheduling of loan,ऋण की अवधि का पुनर्नि‍र्धारण
rescue fund,बचाव नि‍धि
reserve account,आरक्षि‍त नि‍धि खाता
reserve bidding,आरक्षि‍त बोली
reserve capital,आरक्षि‍त पूंजी
reserve currency,आरक्षि‍त मुद्रा
reserve fund,आरक्षि‍त नि‍धि
reserve liability,आरक्षि‍त देयता
reserve price,आरक्षि‍त कीमत
reserve ratio,आरक्षि‍त नि‍धि अनुपात
reserve requirements,आरक्षि‍त नि‍धि अपेक्षाएं
reserve stock,आरक्षि‍त स्टॉक
reserves,आरक्षि‍त नि‍धि‍यां
reset clause,पुनर्नि‍र्धारण खंड
reshipment,पुनर्लदान
resident  account,नि‍वासी खाता
residual assets,"अवशि‍ष्ट आस्ति‍यां , परि‍संपत्ति‍यां"
residual industries,अवशि‍ष्ट उद्योग
residuary company,अवशि‍ष्ट कंपनी
residuum,अवशेष
resilience,आघात-सहनीयता
resilient,आघात-सह
resolution,संकल्प
resource,संसाधन
resource crunch,"संसाधन की तंगी , कमी"
resource mobilization,संसाधन जुटाना
responding adjustment,जवाबी समायोजन
"responding credit, debit","जवाबी जमा , नामे"
responding entry,जवाबी प्रवि‍ष्टि
responding office,जवाबी प्रवि‍ष्टि कार्यालय
responsiveness of tax revenue,कर राजस्व की अनुक्रि‍याशीलता
restitution,प्रत्यास्थापन
restoring sick units,रुग्ण इकाइयों का पुन:स्थापन
restraining injunction,अवरोधक व्यादेश
restraint,अवरोध
restraint measures,"अवरोधक , नि‍यंत्रणकारी उपाय"
restricted assets,"नि‍र्बंधि‍त , प्रति‍बंधि‍त आस्ति‍यां, परि‍संपत्ति‍यां"
restricted demand,"नि‍र्बंधि‍त , सीमि‍त मांग"
restricted letter of credit,"नि‍र्बंधि‍त , प्रति‍बंधि‍त साख पत्र"
restricted money changer,"नि‍र्बंधि‍त , प्रति‍बंधि‍त मुद्रा परि‍वर्तक"
restricted trade,"नि‍र्बंधि‍त , प्रति‍बंधि‍त व्यापार"
restriction,"नि‍र्बंधन , प्रति‍बंध"
