English,Hindi
Sealed,मोहरबंद
Sealed tender,"मुहरबंद निविदा, मुहरबंद टेंडर"
Sealer,मुद्रांकक
Seal of office,"कार्यालय की मुहर, पद की मुहर"
Search,"तलाशी, तलाश, तलाश करना"
Search campaign,तलाशी अभियान
Search operation,तलाशी कार्रवाई
Search warrant,"तलाशी अधिपत्र,तलाशी का वारंट"
Seasonal unemployment,मौसमी बेरोजगारी
Season ticket,मियादी टिकट
Secondary," गौण द्‌‌वितीयक , माध्यमिक"
Secondary education,माध्यमिक शिक्षा
Secondary industry,द्‌‌वितीयक उद्‌योग
Second class,"द्‌वितीयक श्रेणी, दूसरी श्रेणी"
Secrecy,गोपनीयता
Secret,"गुप्त,गुप्त बात"
Secretarial," सचिवालयीय , लिपिकीय"
Secretariat service," सचिवालय सेवा , लिपिकीय सेवा"
Secret ballot,गुप्त मतदान
Secret cover,"गुप्त लिफ़ाफ़ा, गुप्त आवरण"
Secret funds,गुप्त निधियां
Secret inquiry,गुप्त जांच
Secret instruction,गुप्त अनुदेश
Secret letter,गुप्त पत्र
Section," अनुभाग , वर्ग , धारा , काट"
Sector,"सेक्टर,क्षेत्रक"
Secular,"धर्मनिरपेक्ष, पंथनिरपेक्ष"
Security," प्रतिभूति ,सुरक्षा"
Security deposit,"प्रतिभूति जमा,ज़मानत जमा"
Security instruction,सुरक्षा अनुदेश
Security measure,सुरक्षा उपाय
Segregate,"पृथक करना,अलग करना"
Seizure,अभिग्रहण
Select committee,प्रवर समिति
Selection,"चयन, प्रवरण"
Selection board,चयन मंडल
Selection committee,चयन समिति
Selection grade,"चयन वेतनमान, प्रवरण कोटि"
Selection post,"चयन पद, प्रवरण पद"
Selection procedure,चयन कार्यविधि
Selection test,चयन परीक्षा
Select list,चुनिंदा सूची
Self-appraisal (self-assessment),स्वयं निरूपण 
Self-confidence,आत्म विश्‍वास
Self-contained note,स्वत:पूर्ण टिप्पणी
Self-employment,स्वरोजगार
Self-explanatory,स्वत: स्पष्‍ट
Self-government,स्वशासन
Semester,सेमेस्टर
Semi-autonomous,अर्ध-स्वायत्‍त
Seminar,संगोष्‍ठी
Semi-skilled labour,अर्ध-कुशल श्रमिक
Senate,"सेनेट, वरिष्‍ठ सभा"
Sender,प्रेषक
Senior,वरिष्‍ठ
Senior administrative grade,वरिष्‍ठ प्रशासनिक-ग्रेड
Senior grade,वरिष्‍ठ ग्रेड
Seniority,वरिष्‍ठता
Seniority-cum-fitness,वरिष्‍ठता-सह-उपयुक्‍तता
Seniority-cum-merit,वरिष्‍ठता-सह योग्यता क्रम
Seniority system,वरिष्‍ठता पद्‌धति
Senior management,वरिष्‍ठ प्रबंधक वर्ग
Seniormost,वरिष्‍ठतम
Senior scale,"वरिष्‍ठ वेतनमान,प्रवर वेतनमान"
Senior timescale,वरिष्‍ठ समय-मान
Sensation," संवेदना ,संवेदन ,सनसनी"
Sensitive,संवेदनशील
Sentence," दंड, दंडादेश , वाक्य"
Separated family,विलग परिवार
Separation," विलगन , वियोजन , विभाजन"
Sequence,अनुक्रम
Serial list,क्रम सूची
Serial number,"क्रमांक, क्रम संख्या"
Series,"माला,श्रेणी"
Serious,गंभीर
Servant,"सेवक,नौकर"
Serve," सेवा करना , तामील करना ,परोसना"
Service," सेवा,नौकर ,व्यवस्था ,सेवाई ,तामील "
Serviceable," उपयोज्य,काम में लाने योग्य , मरम्मत योग्य , तामील योग्य"
Service book,"सेवा पंजी, सेवा पुस्तिका"
Service conditions,सेवाशर्तें
Service contract,सेवा संविदा
Service of summon,समन तामील
Service postage stamp,सरकारी डाक टिकट
Service record,"सेवा अभिलेख, सेवा रिकार्ड"
Service roll,सेवा वृत्‍त
Service rules,सेवानियम
Service verification,सेवा सत्यापन
Session," सत्र ,अधिवेशन"
Session of parliament,संसद सत्र
Set," विन्यस्त , ठीक करना, व्यवस्थित करना , समुच्चय"
Set aside," अलग करना, अलग रखना ,अपास्त करना"
Settlement," बंदोबस्त ,निपटारा,समझौता ,व्यवस्थापन , बस्ती"
Set-up,"व्यवस्था,ढांचा"
Severally,"पृथक्-पृथक्,अलग-अलग"
Severance of relatiions,संबंध-विच्छेद
Severe action,कठोर कार्रवाई
Sewage,वाहित मल
Sex," लिंग , यौन , काम"
Sex discrimination,लिंग भेदभाव
Share," अंश, शेयर, भाग ,भागी होना,साझी ,भाग पाना"
Share holder,"शेयरधारी,शेयरहोल्डर"
Sharing,सहभाजन
Shift,पारी
Shifting,स्थान परिवर्तन
Shift system,पारी-प्रणाली
Shift transfer,पारी बदलाव
Shortage,कमी
Shortfall,कमी
Shorthand,आशुलिपि
Short leave,अल्पावधि छुट्टी
Shortlist,लघु सूची
Short notice,अल्प सूचना
Short staffed,"न्यून स्टॉफ, कम स्टॉफ वाला"
Short term,"अल्पकालिक, अल्पावधि"
Short-term-course,अल्पकालीन पाठ्यक्रम
Short title,"संक्षिप्त शीर्षक, संक्षिप्त नाम"
Show cause notice,कारण बताओ नोटिस
Shut down,बंद होना
Sick industry,"रूग्ण उद्‌योग, अलाभकारी उद्‌योग"
Sick leave,बीमारी की छुट्टी
Sickness benefit,अस्वस्थता हितलाभ
Sick report,अस्वस्थता रिपोर्ट
Sign," हस्ताक्षर करना , चिह्‌न, संकेत"
Signature,हस्ताक्षर
Signature campaign,हस्ताक्षर अभियान
Signature pad,हस्ताक्षर पैड
Significant,"महत्वपूर्ण,सार्थक"
Signify," व्यक्‍त करना, प्रकट करना ,संज्ञापित करना"
Similar,"सदृश, वैसा ही, समरूप"
Simple interest,साधारण ब्याज
Simultaneous,"साथ-साथ, एक साथ, समसामयिक"
Simultaneously,"एक साथ, एक ही समय पर"
Sincere,"निष्ठावान, निष्कपट"
Sine die,अनिश्‍चितकाल के लिए
Sine qua non,अपरिहार्य शर्त
Single entry system,एकल प्रविष्‍टि पद्‌धति
Single fare,"इकतरफ़ा किराया,एकल किराया"
Single file system,एकल फाइल पद्‌धति
Sir,"श्रीमन्,महोदय"
Site,"स्थल,स्थान"
Site plan,स्थल-नक्शा
Sitting member,आसीन सदस्य
Situation," अवस्थिति , स्थिति"
Situations vacant, रिक्‍त स्थान
Situations wanted, काम चाहिए
Skeleton staff,अत्यल्प स्टाफ
Skilled labourer,कुशल श्रमिक
Slackness,"शिथिलता, ढिलाई"
Slack season,मंदी का समय
Slander,अपमानवचन
Sleeper class,शायिका श्रेणी
Sliding scale,विसर्पी मान
Slip," पर्ची , चूक"
Slow down," कार्य मंदी, मंदन , धीरे चलना, धीरे चलो"
Slum,झुग्गी बस्ती
Slump,"अचानक गिरावट, चरम मंदी"
Small savings fund,अल्प बचत-निधि
Small scale enterprise,लघु उद्‌यम
Small scale industry,लघु उद्‌योग
Smartness,चुस्ती
Smooth,निर्विघ्न
Snap inspection,आकस्मिक निरीक्षण
Snap strike,आकस्मिक हड़ताल
Social security,सामाजिक सुरक्षा
Social welfare,समाज कल्याण
Software,"सॉफ्टवेयर, प्रक्रिया सामग्री"
Sojourn,"अवस्थान, विराम"
Sole," एकमात्र , एकल"
Sole agency,"एकल एजेंसी, एकल अभिकरण"
Solemn,"सत्यनिष्‍ठ ,गंभीर"
Solemn affirmation,सत्यनिष्‍ठ प्रतिज्ञान
Solemnity,"सत्यनिष्‍ठा, गंभीरता, गांभीर्य"
Solemnize,विधिवत् अनुष्ठापित करना
Solemnly,"सत्यनिष्‍ठतापूर्वक, सत्यनिष्‍ठा से"
Sole owner,एक मात्र स्वामी
Solicit,याचना करना
Solidarity,एकजुटता
Solitary," एकांत ,एकमात्र,अकेला"
Solitary case,अकेला मामला
Solution," हल, समाधान ,साधन"
Solve,"हल करना,समाधान करना"
Sorting,छंटाई
Sorting appliance,छंटाई उपयंत्र
Source,"स्रोत, उद्‌गम"
Source of income,"आय स्रोत, आय साधन"
Souvenir,स्मारिका
Sovereign," संप्रभु , प्रभुसत्‍तासंपन्न, प्रभुत्वसंपन्न"
Sovereignty,"संप्रभुता, सर्वोच्च सत्‍ता"
Space,"अंतरिक्ष ,अंतर ,स्थान,जगह"
Spacing,अंतरालन
Spade work,"तैयारी-पूर्व कार्य, प्रारंभिक कार्य"
Spare,अतिरिक्‍त
Spare copy,अतिरिक्‍त प्रति
Spare time,"खाली समय, अतिरिक्‍त समय"
Speaker," अध्यक्ष ,वक्‍ता , स्पीकर"
Special,विशेष
Special ability test,विशेष-योग्यता परीक्षण
Special allowance,विशेष भत्‍ता
Special cell,विशेष प्रकोष्‍ठ
Special commendation,विशेष सराहना
Special compensatory allowance,विशेष प्रतिकर भत्‍ता
Special drive,विशेष अभियान
Special grant,विशेष अनुदान
Specialist,विशेषज्ञ
Specialization,विशेषज्ञता
Special messenger,विशेष संदेशवाहक
Special pay,विशेष वेतन
Special power of attorney,मुख्तारनामा
Special protection group ,विशेष रक्षण दल
Specific," विनिर्दिष्‍ट , विशिष्‍टि"
Specification," विनिर्देशन, विशेष रूप से नकारना , विशिष्‍ट"
Specific denial,स्पष्‍ट खंडन
Specific reason,विशिष्‍ट कारण
Specimen signature,नमूना हस्ताक्षर
Speculation," सट्टा ,अटकल, परिकल्पना"
Speech," भाषण , वाक्"
Speed," गति, चाल, रफ्तार ,शीघ्रता"
Speed breaker,गतिरोधक
Speed limit,गति सीमा
Speed post,"तीव्र डाक,स्पीड पोस्ट"
Speedy action,"शीघ्र कार्रवाई, द्रुत कार्रवाई"
Sphere,क्षेत्र
Spiral binding,"सर्पिल जिल्द, सर्पिल जिल्दबंदी"
Split duty,विभाजित ड्यूटी
Spokesman (=spokes person),प्रवक्‍ता
Sponsor,"प्रायोजक,प्रायोजित करना"
Sponsorship,प्रायोजकता
Spot inspection,"स्थल परीक्षण, मौका मुआयना"
Spot payment,"स्थल भुगतान, मौके पर भुगतान"
Spouse,"विवाहिती, पति या पत्नी"
Squad,"स्कवॉड,दस्ता"
Stability,"स्थिरता, स्थायित्व"
Staff,"कर्मचारी-वर्ग, अमला,स्टाफ"
Staff association,कर्मचारी संघ
Staff inspection unit ,स्टाफ़ निरीक्षण एकक
Staff quarter,स्टाफ क्वार्टर
Staff room," कर्मचारी कक्ष , स्टाफ रूम"
Staff welfare fund,"कर्मचारी कल्याण निधि, स्टाफ कल्याण निधि"
Stage," अवस्था, चरण , रंगमंच, मंच"
Stagnation,गतिरोध
Stake," दांव , हित धारिता , अंश स्वामित्व"
Stamp," टिकट, स्टांप , मुहर, मुद्रांक"
Stamp duty,स्टांप शुल्क
Stamped envelope,टिकट लगा लिफाफा
Stamp pad,मुहर पैड
Stamp paper,स्टांप काग़ज़
Stand,"स्टैंड, अड्डा"
Standard,"मानक, स्तर"
Standard agreement,मानक करार
Standard deduction,मानक कटौती
Standard format,"मानक संरूप, मानक फॉर्मेट"
Standardization,मानकीकरण
Standard man-hours,मानक श्रम-घंटे
Standard of living,जीवन-स्तर
Standard performance,मानक निष्पादन
Standard rate,मानक दर
Standby arrangement,आपात-उपयोगी व्यवस्था
Standing,स्थायी
Standing commission,स्थायी आयोग
Standing committee,स्थायी समिति
Standing order,स्थायी आदेश
Standstill,रुक जाना
Starred,तारांकित
Starred question,तारांकित प्रश्‍न
Starter,आरंभक
Starting salary,आरंभिक वेतन
State," राज्य , स्थिति, दशा, अवस्था, हालत , प्रदेश"
State banquet,राजभोज
State government,राज्य सरकार
State guest,राजकीय अतिथि
State list,राज्य सूची
Stalemate,गत्यवरोध
Statement," कथन , बयान, वक्‍तव्य , विवरण"
Statement of account,लेखा-विवरण
Statement of facts,तथ्यों का विवरण
State of health,स्वास्थ्य की स्थिति
Statesman,राजमर्मज्ञ
Static,स्थिर
Station,"स्टेशन, केंद्र"
Stationary stock,स्थिर स्टॉक
Stationery,लेखन-सामग्री
Station leave,स्टेशन छोड़ने की अनुमति
Statistical,सांख्यिकीय
Statistical data, सांख्यिकीय आंकडे
Statistics," सांख्यिकी , आंकड़े"
Status," स्थिति,प्रस्थिति , हैसियत, प्रतिष्ठा"
Status quo,यथापूर्व स्थिति
Status report,स्थिति रिपोर्ट
Status symbol,प्रतिष्ठा प्रतीक
Statute," संविधि ,  कानून"
Statutory,"सांविधिक, कानूनी"
Statutory body,सांविधिक निकाय
Statutory holiday,सांविधिक अवकाश
Statutory rights,सांविधिक अधिकार
Stay," रोक ,रोक देना, रोक लगाना"
STD ,एस.टी.डी
Steady growth,"सतत वृद्‌धि, अविरल वृद्‌धि"
Steep increase,तीव्र वृद्‌धि
Steering committee,"विषय-निर्वाचन समिति, विषय संचालन समिति"
Stenography,आशुलिपि
Sterilization,"बंध्यकरण  नसबंदी , विसंक्रमण, निष्फलन , अनुर्वरीकरण"
Stern action,कठोर कार्रवाई
Stigma,"लांछन, कलंक"
Stimulation,उद्‌दीपन
Stipend," वृत्‍तिका , वेतन"
Stipulate,अनुबंध करना
Stipulated time limit,अनुबंधित समय सीमा
Stipulation,अनुबंध
Stock,"सामान, माल, स्ट़ॉक"
Stock register,स्टॉक रजिस्टर
Stock-taking,स्टॉक या माल की पड़ताल
Stock valuation,माल का मूल्यांकन
Stopgap arrangement,अंतः कालीन व्यवस्था
Storage," भंडारण, संग्रहण , गोदाम"
Storage space,भंडारण स्थान
Store," भंडार , संग्रह करना , गोदाम में रखना"
Straight," सीधा, सरल , खरा, स्पष्‍ट"
Strain,तनाव
Strange," अपरिचित ,विचित्र"
Stranger,"अपरिचित, अजनबी"
Strata,स्तर
Strategy,"रणनीति,कार्यनीति"
Stratification,स्तरण
Streamline,सुप्रवाही बनाना
Strength," सामर्थ्य,, शक्‍ति , संख्या"
Strengthen,"मज़बूत करना,समर्थ बनाना,सशक्‍त करना"
Strenuous,श्रमसाध्य
Stress," दबाव , जोर देना, बल देना"
Stress management,दबाव प्रबंधन
Strict,"कड़ा, कठोर,सख्त"
Strictly,"सख्ती से, कठोरता से"
Strictness,"सख्ती,कठोरता"
Stricture,अवक्षेप 
Strike," हड़ताल ,आघात करना , काट देना"
Strike call,हड़ताल का आह्‌वान
Stringency," कठोरता, कड़ापन , तंगी"
Strip,पट्टी
Strive,प्रयास करना
Storage capacity,भंडारण क्षमता
Strong room," कोष कक्ष , सुरक्षित कक्ष"
Structural,संरचनात्मक
Structure,संरचना
Structured interview,संरचित साक्षात्कार
Structured pay,संरचित वेतन
Struggle,संघर्ष
Stubborn,"जिद्‌‌दी, हठी"
Studious," अध्ययनशील ,परिश्रमी"
Study,अध्ययन
Study leave,अध्ययन छुट्टी
Stuff,सामग्री
Stupendous," विस्मयकारी , बृहत्, भारी"
Style,"शैली, ढंग"
Sub ,"नायब, उप "
Sub-committee,उप-समिति
Sub-contract,"उप-ठेका,उप-संविदा"
Sub-district,उप-जि़ला
Sub-division," उपप्रभाग , उपमंडल, उप-विभाजन"
Sub-head,उप-शीर्ष
Subject," विषय , विषय-वस्तु , प्रजा"
Subjective," आत्मनिष्‍ठ ,व्यक्‍तिपरक, व्यक्‍तिनिष्‍ठ"
Subjudice,न्यायाधीन
Sublease,"उपपट्टा,शिकमी पट्टा"
Subletting,उप-किराएदारी
Submission," प्रस्तुतीकरण , मानना, स्वीकार करना , निवेदन , समर्पण, समर्पित करना"
Submissive," विनीत,विनम्र , दब्बू"
Subordinate office,अधीनस्थ कार्यालय
Subordinate services,अधीनस्थ सेवाएं
Subordinate staff,"अधीनस्थ कर्मचारी-वर्ग,अधीनस्थ स्टाफ़"
Subparagraph,उप-पैरा
Subrule,उप नियम
Subscribe," चंदा या शुल्क देना ,ग्राहक बनना, अभिदान करना , समर्थन करना, सहमत होना , हस्ताक्षर करना"
Subscribed capital,अभिदत्‍त पूंजी
Subscriber," ग्राहक, अभिदाता , हस्ताक्षरकर्ता"
Subscription," अभिदान ,चंदा"
Subsection,उप-धारा
Subsequent,"बाद का,उत्‍तरवर्ती"
Subsequent action,उत्‍तरवर्ती कार्रवाई
Subsequently,"बाद में, तत्पश्‍चात्"
Subsidiary," गौण , सहायक"
Subsidiary bodies," गौण निकाय , सहायक निकाय"
Subsidiary industry,उपांग उद्‌योग
Subsidiary mandate,सहायक अधिदेश
Subsidiary receipt,गौण आवती
Subsidiary register,सहायक रजिस्टर
Subsidise,सहायिकी देना
Subsidised,सहायिकी-प्राप्त
Subsidized accommodation,सहायिकी प्राप्त आवास
Subsidy,सहायिकी
Subsistence,निर्वाह
Subsistence allowance,निर्वाह-भत्‍ता
Subsistence grant,निर्वाह-अनुदान
Substandard,अवमानक
Substantial," सारभूत,सारवान ,पर्याप्त, बहुत"
Substantiate," सिद्‌ध करना ,पुख्ता करना"
Substantive,मूल
Substantive pay,मूल पद वेतन
Substantive post,मूल पद
Substitute," प्रतिस्थापित करना , एवजी, प्रतिस्थानी"
Substitution,"प्रतिस्थापन, के स्थान पर रखना"
Sub sub-paragraph,उप-उप पैरा
Suburban,उपनगरीय
Subvention,संसहायिकी
Subversion,ध्वंस
Subway,भूमिगत  पथ
Succeeding,उत्‍तरवर्ती
Succession," उत्‍तराधिकार ,उत्‍तरवर्तन"
Successive,"उत्‍तरोत्‍तर,आनुक्रमिक"
Successor,उत्‍तराधिकारी
Succour," सहायता,सहायता प्रदान करना"
Sue,"मुक़दमा चलाना, वाद चलाना"
Suffer," सहना ,पीडि़त होना"
Suffering,"कष्‍ट,पीड़ा"
Sufficient,पर्याप्त
Suffix," अंत में जोड़ना , प्रत्यय परसर्ग"
Suffrage,मताधिकार
Suggestion,सुझाव
Suggestion box,"सुझाव पेटिका, सुझाव पेटी"
Suggestions book,सुझाव पुस्तिका
Suggestive," सूचक , विचारोत्‍तेजक"
Suicide,आत्महत्या
Suit," दावा,मुक़दमा,वाद ,उपयुक्‍त होना"
Suitability," उपयुक्‍तता ,औचित्य"
Suitable action,उपयुक्‍त कार्रवाई
Suited,उपयुक्‍त
Sum," राशि, रक़म ,योगफल, जोड़"
Summarily,"सरसरी तौर पर,संक्षेप में"
Summary,सार
Summary trial,संक्षिप्त विचारण
Summing up,"उपसंहार, समाहार"
Summit," शिखर , शिखर सम्मेलन"
Summon," समन करना , बुलाना, बुला भेजना"
Sumptuary allowance,व्यय-भत्‍ता
Sum up,समाहार करना
Sundry,"फुटकर, विविध"
Suo moto,"अपने आप से, स्वप्रेरणा से"
Superannuation,अधिवर्षिता
Superannuation pension,अधिवर्षिता पेन्शन
Superficial,"ऊपरी, सतही"
Superfluous," फालतू , अनावश्यक , अतिरिक्‍त , अतिव्यापी , अतिशय"
Superimpose,"अध्यारोपण करना, अध्यारोपित करना"
Superior,उच्च  श्रेष्‍ठ
Superiority,"उच्चता, श्रेष्‍ठता"
Supernumerary,अधिसंख्य
Supernumerary post,अधिसंख्य पद
Superscribe,ऊपर लिखना
Superscription," उपरिलेख, उपरिलेखन ,पता"
Supersede,अधिक्रमण करना
Supersession,अधिक्रमण
Superstructure,"ऊपरी ढांचा, अधिरचना"
Supertax,अतिकर
Super timescale,अधिसमय मान
Supervision,"पर्यवेक्षण, देखरेख"
Supervisor,पर्यवेक्षक
Supervisory staff,पर्यवेक्षी कर्मचारी-वर्ग
Supplement," परिशिष्‍ट ,पूरक, अनुपूरक ,जोड़ना ,अनुपूरण"
Supplementary,अनुपूरक
Supplementary budget,अनुपूरक बजट
Supplementary cost,अनुपूरक लागत
Supplementary demand,अनुपूरक मांग
Supplementary grant,अनुपूरक अनुदान
Supplementary question,"अनुपूरक प्रश्‍न, पूरक प्रश्‍न"
Supplementary rules,अनुपूरक नियमावली
Supplier,"प्रदायक,पूर्तिकार"
Supply,"पूर्ति, प्रदाय,प्रदाय करना"
Support," समर्थन ,आलंब लगाना , भरण-पोषण , सहायता , आधार"
Supporter,समर्थक
Supporting documents,समर्थक दस्तावेज
Suppress,"दमन करना, दबाना"
Supremacy,सर्वोच्चता
Supreme,"उच्चतम, सर्वोच्च"
Surcharge,अधिभार
Surety," जमानत , जमानती , निश्‍चितता"
Surety bond,ज़मानत बंध-पत्र
Surface inspection,सतही निरीक्षण
Surface transport,भूतल परिवहन
Surgery,शल्य-चिकित्सा
Surname,कुलनाम
Surplus,"अधिशेष, बेशी"
Surplus budget,बचत का बजट
Surplus report,अधिशेष रिपोर्ट
Surplus staff,बेशी कर्मचारी वर्ग
Surprise check,आकस्मिक जांच
Surprise visit," आकस्मिक निरीक्षण , आकस्मिक दौरा"
Surrender,अभ्यर्पण
Surroundings,परिवेश
Surtax,"अतिकर, अधिकर"
Surveillance,निगरानी
Survey,सर्वेक्षण
Survey report,सर्वेक्षण रिपोर्ट
Survival,उत्‍तरजीविता
Surviving," उत्‍तरजीवी , अवशिष्‍ट"
Survivor,उत्‍तरजीवी
Susceptibility,सुग्राहिता
Suspect,"(व्यक्‍ति) संदिग्ध, संदेह करना"
Suspend,निलंबित करना
Suspense,"असमंजस , उचंत, कौतूहल"
Suspense account,उचंत खाता
Suspension,"निलंबन,मुअत्‍तली"
Suspension order,निलंबन आदेश
Suspicion,"संदेह, संशय"
Sustainable,संधारणीय
Sustainable growth,संधारणीय वृद्‌धि
Sustained," संधारित , लगातार , मान लिया गया"
Swear,"शपथ लेना,शपथ ग्रहण करना"
Swearing-in-ceremony,शपथ ग्रहण समारोह
Syllabus,पाठ्य-विवरण
Symbol,प्रतीक
Symmetry,"सममिति,समरूपता"
Sympathy,"सहानुभूति, समवेदना"
Sympathy strike,सहानुभूति हड़ताल
Symposium,परिसंवाद
Symptom,लक्षण
Synchronise,"साथ-साथ होना, साथ-साथ घटना"
Synopsis," रूपरेखा , विषय-संक्षेप, सार-संक्षेप"
Synthesis," संश्‍लेषण , कृत्रिम"
Synthetic,संश्‍लिष्‍ट
System," पद्‌धति, प्रणाली , निकाय, तंत्र"
Systematic,व्यवस्थित
Systematic work,"व्यवस्थित कार्य,क्रमबद्‌ध कार्य"
Systems analysis,तंत्र विश्‍लेषण
Tab folder,टैब फोल्डर
Table," सारणी, तालिका , पटल , मेज़"
Tableau,झांकी
Table of contents,विषय-सूची
Table of the house,सदन पटल
Tabular,सारणीबद्‌ध
Tabulated statement,सारणीबद्‌ध विवरण
Tabulation,"सारणीयन,सारणीबद्‌ध करना"
Tabulator," सारणीयंत्र , सारणीकार"
Tackle," सुलझाना , निपटना,निपटाना"
Tact,युक्‍ति
Tactful,"व्यवहारकुशल, चतुर"
Tactic,युक्‍ति
Tag," टैग , नत्थी करना"
Take home pay,हाथ-वेतन
Take over," कार्यभार लेना , अधिकार करना"
Talented,प्रतिभाशाली
Talent search,प्रतिभा खोज
Tally,"मिलान करना, मेल खाना, गिनती, संख्या"
Tally card,मिलान कार्ड
Tampering," हेर-फेर करना,गड़बड़ करना ,बिगाड़ना, छेड़छाड़ करना ,  तो़ड़ना"
Tangible,मूर्त
Tangible asset,मूर्त परिसंपत्‍ति
Tape,"टेप,फ़ीता"
Tapping,"  उपयोग करना ,  टेप करना"
Tardiness,"शिथिलता,आलस्य"
Target,लक्ष्य
Target date,लक्ष्य तिथि
Tariff," प्रशुल्क, टैरिफ , दरसूची"
Tarnish,"मलिन करना,धूमिल करना"
Task,"कार्य, काम"
Task force,"कार्यदल, कृतिक बल"
Tax,कर
Tax abatement,कर में कमी
Taxable,करयोग्य
Taxable income,"कर-योग्य आय,कर योग्य आमदनी"
Tax adjustment,कर समायोजन
Tax assessment,कर निर्धारण
Taxation,"कराधान,कर लगाना"
Tax avoidance ,कर परिहार
Tax consultant,कर परामर्शदाता
Tax declaration,कर घोषणा
Tax deducted at source,स्रोत पर काटा गया कर
Tax deduction,कर कटौती
Tax evasion,कर अपवंचन
Tax exemption,कर छूट
Tax free,कर मुक्‍त
Tax payer,करदाता
Tax rebate,कर घटौती
Tax return,कर विवरणी
Tax schedule,कर अनुसूची
Team spirit,"टीम भावना, सहयोग भावना"
Team work,टीम कार्य
Tear gas,"अश्रु-गैस, आंसू गैस"
Technical," तकनीकी ,पारिभाषिक"
Technical advice,तकनीकी सलाह
Technical college,तकनीकी महाविद्‌यालय
Technical data,"तकनीकी आंकडे, तकनीकी आधार-सामग्री"
Technical post,तकनीकी पद
Technical qualification,तकनीकी अर्हता
Technical skill,तकनीकी कुशलता
Technical term,"तकनीकी शब्द, पारिभाषिक शब्द"
Technical training,तकनीकी प्रशिक्षण
Technician,"तकनीकविद्,तकनीशियन"
Technique,"तकनीक, प्रविधि"
Technocracy,प्रौद्‌योगविद् तंत्र
Technocrat,प्रौद्‌योगविद्
Technological,प्रौद्‌योगिक
Technologist,प्रौद्‌योगिकीविद्
Technology,प्रौद्‌योगिकी
Telebanking,दूर-बैंकिग
Telegram,तार
Telegraphic address,तार पता
Telegraphy,"तार-संचार,टेलीग्राफी"
Teleprinter message,"दूरमुद्रक संदेश, टेलीप्रिंटर संदेश"
Television,"दूरदर्शन, टेलीविज़न"
Teleworking,दूरकार्य
Telex,टेलेक्स
Teller,"गणक,  गणित्र"
Temper,"मिज़ाज,स्वभाव"
Temperament,"स्वभाव,मिज़ाज़"
Temperamental,"तुनकमिज़ाज़, क्रोधशील"
Temperature,"तापमान, ताप"
Tempo," गति , टेम्पो"
Temporary,अस्थायी
Temporary advance,"अस्थायी पेशगी,अस्थायी अग्रिम"
Temporary appointment,अस्थायी नियुक्‍ति
Temporary disability,अस्थायी अशक्‍तता
Temporary post,अस्थायी पद
Temporary restriction,अस्थायी प्रतिबंध
Temporary vacancy,अस्थायी रिक्‍ति
Temptation,प्रलोभन
Tenable,मान्य
Tenacity," दृढ़ता , लगन"
Tenancy," किराएदारी , काश्तकारी"
Tenant," किराएदार , काश्तकार"
Tendency,"रुझान,प्रवृत्‍ति"
Tender," निविदा, टेंडर, निविदा देना , प्रस्तुत करना"
Tender box,निविदा पेटी
Tenderer,निविदाकार
Tender notice,निविदा सूचना
Tentative,अनंतिम
Tenure," अवधि, कार्यकाल , पट्टा"
Tenure of land,पट्टेदारी
Tenure of office,पदधारण अवधि
Tenure of post,पदकाल
Tenure of work,कार्यावधि
Tenure post,सावधिक पद
Term,"अवधि मियाद , सत्र"
Terminable,"समापनीय,समाप्य"
Terminal (report etc.),आवधिक
Terminal tax,सीमा कर
Termination,समाप्‍ति
Termination clause,समाप्ति खंड
Termination notice,समाप्‍ति-सूचना
Termination of service,सेवा-समाप्ति
Terminology,शब्दावली
Term loan,मियादी कर्ज़
Term of office,पदावधि
Terms," निबंधन , शर्तें , संबंध"
Terms and conditions,निबंधन और शर्तें
Terms of delivery,सुपर्दगी की शर्तें
Terms of reference,विचारार्थ विषय
Terms of service,"नौकरी की शर्तें, सेवा की शर्तें"
Territory," राज्यक्षेत्र , प्रदेश , क्षेत्र"
Terror,आतंक
Terrorism,"आतंकवाद, दहशतगर्दी"
Terrorist,"आतंकवादी, दहशतगर्द"
Tertiary benefit,तृतीयकहितलाभ
Test,"परीक्षण, परख,जांच"
Testament,वसीयत
Test charge,परीक्षण ख़र्च
Test check,नमूना परीक्षण
Tester," परीक्षक , परिक्षित्र"
Testify," साक्ष्य देना ,प्रमाणित करना"
Testimonial,शंसापत्र
Testimony,साक्ष्य
Testing report,"परीक्षण-रिपोट,जांच-रिपोर्ट"
Text," पाठ , कलेवर"
Thankful,कृतज्ञ
Theme,विषयवस्तु
Therapy,चिकित्सा
Third party,"तृतीय पक्ष,अन्य पक्ष"
Thoroughly,"पूर्णतया, सांगोपांग"
Thoughtful,विचारशील
Threat," धमकी ,आशंका"
Thrift,मितव्यय
Through," द्‌वारा,माध्यम से ,सीधा,पारगामी"
Throw out,"अस्वीकार करना, फेंकना"
Thumb impression,"अंगूठा निशान,अंगूठा चिह्‌न"
Thumping majority,भारी बहुमत
Ticket,टिकट
Tie," बांधना ,गांठ ,  बराबरी , टाई"
Tied loan,निबद्‌ध ऋण
Tier," स्तर , टीयर"
Tilt,झुकाव
Time,"समय,काल"
Time allowed,अनुमत समय
Time barred,"समयवर्जित, कालातीत"
Time bound,समयबद्‌ध
Time card,समय-कार्ड
