English,Hindi
restriction,निर्बन्धन
resultant,परिणामी
Resuscitation,पुनरुज्जीवन
resuscitator,पुनरुज्जीवक
resuspension,पुनर्निलम्बन
retardation,"मन्दता, मन्दन"
rete,"रेटी, जाल"
retention,"अवधारण, धारण"
reticular,"जालीय, जाल-"
reticulocyte,"जाललोहितकोशिका, रेटिकुलोसाइट"
reticulocytogenic,जाललोहितकोशिकाजनक
reticulocytopenia,जाललोहितकोशिकाल्पता
reticulocytosis,जाललोहितकोशिकाबहुलता
reticulo-endothelial,जालीय-अन्तःकला-
reticulo-endothelioma,जालीय-अन्तःकलार्बुदता
reticuloendotheliomatosis,जालीयअन्तःकलार्बुदता
reticuloendotheliosis,"रेटिकुलोऐन्डोथीलियोसिस, जालीय-अन्तःकला-कोशिकता"
reticulospinal,जालीय-मेरु-
reticulum,जालिका
retina,"रेटिना, दृष्टिपटल"
retinaculum,उपबन्धनी
retinitis," दृष्टिपटल-व्यपजनन , दृष्टिपटलशोथ"
retinochoroiditis,"दृष्टि-रंजितपटलशोथ, रेटिनोकोरॉइडाइटिस"
"retinochoroiditis, juxtapapillary",पैपिला-आसन्न दृष्टि-रंजितपटल-शोथ
retinogram,"दृष्टिपटललेख, रेटिनोग्राम"
retinopathy,दृष्टिपटलविकृति
retinoscope,"नेत्र-अपवर्तनमापी, रेटिनोस्कोप"
retractility,प्रत्याकुचनशीलता
retraction,"प्रतिगमन, आकुंचन"
retractor," आकुचक , निरवर्तित्र, रिट्रैक्टर"
retreatment," पुनश्चिकित्सा , पुनःसंसाधन"
retro,"प्रत्यक्‌-, पश्च-, प्रति-"
retrobulbar,पश्चनेत्रगोलक-
retrocaecal,प्रत्यक्‌-उंडुक-
retrocolic,प्रत्यक्‌-बृहदान्त्र-
retroduodenal,प्रत्यग्ग्रहणी-
retroflexion,"पश्चाकुचन, पश्चवकृता"
retrognathia (=micrognathia),प्रत्यक्‌-अधोहनु
retrograde,"प्रतिगामी, पश्चगतिक"
retrogressive,"प्रतीपगामी, प्रतिक्रमणी"
retrolental,लेन्सपश्च
retrolingual,प्रत्यक्‌-जिहा
retroperitoneal,प्रत्यक्‌-पर्युदर्या
"retroperitonitis, sclerosing",काठिन्यकर प्रत्यक्‌-पर्युदर्याशोथ
retropharyngeal,प्रत्यक्‌-ग्रसनी
retropulsion,पश्चसरण
retroversion,पश्चनति
retrovitamins A,"रैट्रोविटामिन ए वर्ग, प्रत्यक विटामिन ए वर्ग"
retting,"गलाना, सड़ाना"
reunion,पुनःसंयोग
reversal," परिवर्तन , उत्क्रमण"
reverse crossing,उत्क्रम संकरण
reversion,उत्क्रमण
revolute,कोरकुचित
"reward, conditioned",सोपाधि प्रतिफल
rhabdomyoma,रेखीपेशी-अर्बुद रैब्डोमायोमा
rhabdomyosarcoma,"रेखीपेशी-सार्कोमा, रैब्डोमायोसार्कोमा"
rhagades,परिद्धार क्षति-चिन्ह
rhamnos,रैम्नोज
rhaphe (=raphe),तुन्नसेवनी
rhaponticin,रैपॉन्टिसिन
Rh genotyping,आर एच जीनप्ररूपण
Rh grouping,आर एच वर्ग-निर्धारण
Rh grouping rerum,आर एच वर्ग-निर्धारण सीरम
rheology,"प्रवाहिकी, रिओलॉजी"
rheostat,"धारा-नियंत्रक, रिओस्टेट"
rhesus,रीसस
rheumatic,"रुमेटी, आमवात"
rheumatologist,"रूमेटिज्मविज्ञानी, रूमेटोलॉजिस्ट"
rhinal,ध्राण-
rhinarium,नासा-प्रदेश
rhinencephalon,घ्राण-मस्तिष्क
rhinial,घ्राण-
rhinion,"नासामूल-बिन्दु, नासास्थि-बिन्दु"
rhinitis," नासाशोथ , नासास्राव"
rhinolalia,अनुनासिकता-दोष
rhinolith,नासाश्मरी
rhinology,नासाज्ञान
rhino-pharyngitis,नासाग्रसनीशोथ
rhinopharyngitis mutilans (=gangosa),विरूपी नासाग्रसनीशोथ
rhinoplasty,"राइनोप्लास्टी, नासासन्धान"
rhinopolypus (=nasal polyp),नासापॉलिप
rhinorrhea,नासास्राव
rhinoscleroma,"राइनोस्कलेरोमा, नासाकठिना्बुद"
rhinoscopy,नासा-दर्शन
rhinotomy,नासाछेदन
rhizome,प्रकन्द
rhizotomy,मेरुतन्त्रिकामूलछेदन
rhythm,"ताल, अनुक्रम"
rhythmical,तालबद्ध
rib,"पर्शुका, पसली"
rib cage,पर्शुका पिंजर
rib-notching,पर्शुका-भंगिका
rib-spreader,"पर्शुका-प्रसारक, रिब-स्प्रेडर"
rickety rosary,रिकेटी गुटिका-माला
rider,राइडर
ridge,कटक
ridged torus,कटिकित स्थूलक
ridging,कटकीकरण
right (dexter),दक्षिण
rigidity,"कठोरता, दृढ़ता"
rigor," काठिन्य , शीतकप"
rima,रेखाछिद्र
rind," वलूक , छिलका"
ring,वलय
ringlet,केशकुंडलिका
ringworm,"दद्रु, दाद"
"rinser, rotary",घूर्णी प्रक्षालक
ripening,"परिषाक, पकलना"
rippling,ककतन
risus,हास्यानुकारी
risus sardonicus,"राइसस सार्डोनिकस, हास्यानुकारी मुखभंग"
"ritual, ethico-medical",नीति-चिकित्सा कला
rock. granite,ग्रेनाइट शैल
rod,"शलाका, दंड"
rodent,कृन्तकप्राणी
rodenticide,"कृन्तकप्राणीनाशी, रोडेन्टनाशी"
roentgenogram,रुन्टगेन-चित्र
roentgenologist (=radiologist),विकिरणविज्ञानी
roentgenology,"रुन्टेगन-विज्ञज्ञन, विकिरण-विज्ञान"
roentgenoscopic,रुन्टगेन-दर्शी
"roller, pill",गोली बेलन
rolling,दोलन
rongeur,रोंजे
room,कक्ष
roominess (=specific volume),विशिष्ट आयतन
root,मूल
"root-bark, pomegranate",दाड़िम मूल-छाल
root bulb,मूल कन्द
root section (rhizotomy),मेरु तन्त्रिकामूलछेदन
rootstock,मूलसम-प्रकन्द
ropiness,रज्जुत्व
rosacea,गुलाबी
"rose, red (=provin's rose)",गुलाब
rosette,"रोसेट, स्तवक"
rosin-liquid,"द्रव राल, द्रव रोजिन"
rostral,चंचु
rostrum,"चंचु, रोस्ट्रम"
rot," विगलन , रोग"
rotameter,"घूर्णमापी, रोटामीटर"
rotation,घूर्णन
rotula,गोलक
rotatores,विवर्तिका
roughage,"रुक्षअंश, रफेज"
rouleaux,गुल्ली
route,मार्ग
rub,"रब, घर्ष, ध्वनि"
rubefacient,रक्तिमाकर
rubeosis,"नववाहिकामयता, रुबिओसिस"
rubicund,लालवर्ण
rubor,रक्तिमा
"rubric, purity",परिशुद्धता मानक
rubroreticular,लाल-केन्द्रक-जाल
rubrospinal,"लाल-केन्द्रकमेरु-, रुब्रोस्पाइनल"
rudiment,"मूलांग, आद्यावशेष"
rudimentary,मूलांगी
rufosity,लालकेशी
rugae,झुरियां
rugose,झुर्रीदार
"rugosity, giant",महा झुर्रीमयता
rule,नियम
rumble,नर्दन
rumbling,गुड़गुड़ाहट
ruminant,रोमन्थी
rumination (merycismus),रोमन्थन
ruminatoric,रोमन्थी
runcinate,पश्चदन्ती
run-down,क्षीण
rupture,विदार
"rye-grass, ergot of",राई अर्गट
sac,कोश
sacs (nits),"लिक्षा, लीख"
saccharatae (sacch),"शर्करालिप्त, शर्करित"
saccharification," शर्करीकरण , शर्करीभवन"
saccharimeter (=saccharometer),"शर्करामापी, सैकेरीमीटर"
saccharolytic,शर्करालायी
sacciform,कोशाकार
saccular,लघुकोश-
saccule,लघुकोश
sacral,त्रिक- सेक्रमी
sacralgia,त्रिकार्ति
sacralization,"त्रिकास्थि-भवन, त्रिकास्थि-संयोजन"
Sacro-anterior,त्रिकाग्र
sacrococcygeal,त्रिकानुत्रिक
sacrocotyloid,त्रिक-उलूखल-
sacrocoxalgia,त्रिकानुत्रिकार्ति
sacroiliac,त्रिक-श्रोणिफलक-
sacrospinous,त्रिकमेरुकंटक-
sacrotuberous,त्रिकासन-गुलिका-
sacrovertebral,त्रिक-कशेरुका
sacrum,"त्रिक, त्रिकास्थि, सेक्रम"
saddle,पर्याण
sadism,परपीडन कामुकता
safe,सुरक्षित
safflower,"करड़ी, कुसुम्भ"
saffron (=corocus=hay saffron),केसर
sag,"अवनमन, झोल"
sagging,झीलदार
sagittal,"अग्रपश्च, सममितार्धी"
sal ammoniac,नौसादर
salenodont,सपाट  दंताग्र
saliferous,लवणमय
saline,"लवण, सेलाइन, लवण-विलयन"
salinometer,लवणमापी
saliva,"लाला, लार"
salivant,लालास्रावक
salivary,लाला-
sallow,पांडुवर्ण
salpingectomy,डिम्बवाहिनी-उच्छेदन
salpingitis,"डिम्बवाहिनीशोथ, यूस्टेशियन-नली-शोथ, तूर्यनलिकाशोथ"
salphingogram,डिम्बवाहिनीचित्र
salpinography,डिम्बवाहिनीचित्रण
salpingolithiasis,डिम्बवाहिनी-अश्मरीयता
"salpingo-oophorectomy, bilateral",द्विपार्श्वीय डिम्बवाहिनी ग्रन्थ्युच्छेदन
salpingo-oophoritis,डिम्बवाहिनी-ग्रन्थिशोथ
salpingo-oophorocele,डिम्बवाहिनी-ग्रन्थि-बहिःसरण
salpingo-peritonitis,डिम्बवाहिनी-पर्युदर्याशोथ
salpingopalatine,तूर्य-तालु-
salpingopharyngeal,तूर्य-ग्रसनी-
salpingoscope (=nasopharyngoscope),"सैलपिंगोस्कोप, यूस्टेशियन-नलीदर्शी"
salpingoscopy,"सैलपिंगोस्कोपी, यूस्टेशियन-नलीदर्शन"
salpingostomy,"डिम्बवाहिनी-छिद्रीकरण, सैल्पिन्गॉस्टोमी"
salpinx," तूर्य, यूस्टेशियन नली , डिम्बवाहिनी"
salt,लवण
saltation,द्रुतविकास
saltatory function,प्रवल्गीय गमन
salting-in,लवणन
salting-out,लवण क्षेपण
salubrity,स्वस्थता
saluteric,लवणोत्सर्जी
salvages,पुनरुपयोगीकृत
salve,"मरहम, मलहम, लेप"
sample,"नमूना, प्रतिदर्श"
sampler,"प्रतिदर्शित्र, प्रतिदर्शी"
sampling," प्रतिचयन , प्रतिदर्श, नमूना लेना"
sand,"बालुका, बालू"
sandalwood (=yellow sandalwood =lignum santali),चंदन-काष्ठ
sandfly,"बालू मक्षिका, सैन्डफ्लाई"
sanguinolent,सरक्त
sanguis,रक्त
sanious,पूय-रक्तक
sanitary,"स्वच्छ, सेनीटरी"
sanitation,स्वच्छता
"sap, cell",कोशिका रस
saphenous,अधःशाखा
saponification,साबुनीकरण
sapphism (=lesbianism),स्त्री-समलिंगकामुकता
spraemia,पूतिरक्तता
saprophyte,"मृतजीवी, पूतिभक्षी"
saprophytic,मृतजीवी-
sapwood (=alburnum),"रसदारु, रसकाष्ठ"
sarcina,"घनगोलाणु, सार्सिना"
sarcocarp,सरसफल भित्ति
sarcocele,वृषणार्बुद
Sarcomatosis,सार्कोमा-रुग्णता
sarcomphalocele,नाभिमांसार्बुद
satellites,"अनुषंगी, उपग्रह"
satellitism,अनुषंगिता
satiety,संतृप्ति
saturated,संतृप्त
saturation,"संतृप्ति, संतृप्तिकरण"
saturine,सीसज
satyr point,"अजनर बिंदु, सेटिर बिंदु"
saw,"क्रकच, आरी"
scab,"कच्छू, स्कैब"
scabicide,"स्कैबीनाशी, पामानाशी"
scabrous,खुरदुरा
scala,अधःकुल्या
scalariform,"सीढ़ीनुमा, सोपानवत"
scald,तप्तद्रवदाह
scalding,तप्तद्रवदाह
scale," पर्पटी , शल्क , तुला , माप"
scaled,पर्पटित
scaling," पर्पटीकरण , शल्कन , पर्पटीभवन"
scalp,शिरोवल्क
scalpel,"स्केलपल, छुरी"
scanning,"रेखाचित्रण, क्रमवीक्षण"
scanography,"स्कैनोग्राफी, स्लिट-एक्सरेचित्रण"
scaphocephaly,नौकाकर-करोटि
scaphoid,नौकाभ
scapula,"स्कैपुला, अंसफलक"
scapular,अंसफलक-
scapulopexy,अंसफलक-स्थिरीकरण
scar," क्षति-चिह्य , व्रण-चिह्य , व्रर्ण वस्तु"
scarification,प्रच्छान
scarificator,"स्कैरिफिकेटर, प्रच्छानक"
scarlatima,स्कार्लेट ज्वर
scatter,प्रकीर्ण
scavenging,अपमार्जन
schedule,अनुसूची
scheme,"व्यवस्था, योजना"
schistocyte,"विखण्डित-लोहितकोशिका, शिस्टोसाइट"
schizocarp,"भिदुर फल, वियुक्ति फल"
schizogony,विखण्डीजनन
schizoid,अभिविदलित
schizont,खंडप्रसू. शाइजॉन्ट
schizophasia (word-salad),निरर्थक-शब्दोच्चारण
schizophrenia,विखण्डित-मनस्कता
schizothymia,विदलित-चित्तप्रकृति
schizothymic temperament,विदलनाभ चित्तवृत्ति
sciatic,आसन
sciatica,"गृध्रसी, शिआटिका"
science,विज्ञान
scientist,विज्ञानी
scintillation,प्रस्फुरण
scintillogramme,प्रस्फुरणलेख
scirhous,कठोर
scirrhus,कठोर कैन्सर
Scissors,"कैची, कर्तरी"
sclera,"स्क्लीरा, श्वेतपटल"
sclereid,दृढ़कोशिका
sclerema,त्वक्‌-काठिन्य
scleritis,श्वेतपटलशोथ
sclerodactyly,अंगुलि-त्वक्काठिन्य
sclerderoma (progressive systemic,"त्वचाकठिनता, त्वक्काठिन्य"
sclerosis),
scleromalacia,श्वेतपटलमृदुता
sclerosing,काठिन्यकर
sclerosis,"स्क्लेरोसिस, काठिन्य"
sclerostenosis,कठिन-संकीर्णता
"sclerotherapy, compression",ससम्पीडन (शिरा) काठिन्य-कर चिकित्सा
sclerotic,श्वेतपटल-
sclerotomy,श्वेतपटलछेदन
sclerus,कठिन
scoliokyphosis (=k yphoscoliosis),पश्च-पार्श्वकुब्जता
scoliosis,"पार्श्वकुब्जता, स्कोलिओसिस"
score,गणन
"score, apgar",अपगार गणन
Scotochromogen,तिमिरवर्णकजन
scotona,"अंधक्षेत्र, स्कोटोमा"
scotometer,"स्कोटोमीटर, अन्धक्षेत्रमांपी"
scotopic,तिमिर
scraping,"आखुरण, खुरचना"
scratch,खरोंच
screed,समतल पट्टी
screen," रक्रीन, आवरण , पट, परदा"
Screw,"पेंच, स्क्रू"
scrofulodermia,यक्ष्मज-त्वकगलन
scrotum,वृषणकोश
scrub,"जंगली, स्क्रब"
scrubber,"मार्जित्र, स्क्रवर"
scurf,"शुष्कचर्म, झुर्री, कुंचन"
scurfy,"कुंचित, शुष्क चर्म, झुर्रीदार"
scute,"स्कूट, प्रशल्क"
scutum,"स्कूटम, ढाल"
scybala,"मलगांठ, सुद्दा"
seal," मुद्रण , बन्द करना, सील"
"sealed, hermetically",अवात मुद्रित
sealing,"मुद्रण, मुखबन्धन"
seam,संस्तर
search,तलाशी
sebaceous,त्वग्वसीय
seborrhea oleosa,त्वक्वसास्रावी
sebum,त्वग्वसा
seacateur,कर्तनी
seclusio,विविक्त
secondary," द्वितीयक , गौण, अनुषंगी"
secretion,स्राव
secretogogue,स्राव-वर्धक
secretor,"स्रावक, सेक्रीटर"
secretory,"स्रावी, स्राव-"
secrets,रहस्य
section," विभाग , परिच्छेद, छेदन"
sectorial," त्रिज्यखंड , खंडक-दंत"
secunda,गौण
secundigravida,द्वितीयक-गर्भा
secundriparity,द्विप्रसविता
secundum artem,कलानुसार
security,सुरक्षा
sedative,शामक
sedimentation,"अवसादन, तलछटीकरण"
seed,बीज
seed-coat,बीजावरण
seeded,बीजित
seeder,प्राक्‌-किण्वन-पात्र
seedling,नवोद्भिद
segment,"खण्ड, खंडांश, सेग्मेंट"
segmental,"खंडांशीय, खंडीय"
segmentation,"खंडांशीभवन, खंडीभवन"
segmented,खंडित
segregation,पृथक्करण
seismocardiogram,"हत्स्पन्दलेख, सिसमोकार्डियोग्राम"
seismocardiography,हत्स्पन्दलेखन
seismotherapy,स्पन्दन-चिकित्सा
seizure," अभिग्रहण , ग्रह, आक्रमण"
selection,"वरण, चयन"
selective,"वरणात्मक, चयनात्मक"
self,"स्व, स्वयम्‌"
self effacing,आत्मोल्लोपन
self fertilization,स्वनिषेचन
self inductance,स्वप्रेरकत्व
self infliction,आत्मपीडन
self preservation,आत्म परिरक्षण
self registering,स्वतःअभिलेखी
self replication,स्वप्रतिकृति
self retaining,स्वधारक
self sealability,स्वमुद्रणशीलता
self starter,स्वतः प्रर्वतक
"- ""self-sterilizing""",स्वतः निर्जीवाणुकर
sella turcica,पर्यणिका
selvage (=selvedge),मृदुलेप
semel,एक बार
semen,"शुक्र, रेतस्‌, वीर्य"
semiautomatic,अंशस्वचल
semi-axis,"अर्ध-अक्ष, अंश-अक्ष"
semicircular,अर्घवृत्त
semicoma,"अर्धसंन्यास, सेमी-कोमा"
semicomatose,अर्ध संन्यस्त
semihora,"अर्ध-होरा, आधा घंटा"
semilente,अल्प-विलम्बित
semilethal (gene),अर्धघातक (जीन)
semilethal effect,अर्धघातक प्रभाव
semiliquid,आंशिक-द्रव
semilunar,अर्धचन्द्र
semi-Mongoloid,अर्ध-मंगोलाभ
seminal,शुक्र-
seminiferous,शुक्रजनक
semino-carcinoma of testis,वृषण सैमिनो-कार्सिनोमा
seminoma,सेमिनोमा
seminoma ovaris,डिम्बग्रन्थि सेमीनोमा
semipermeable,अर्धपारगम्य
semis (ss.),आधा
semisolid,अर्घघन
semisomnolence (=somnolentia),अर्धतन्द्रा
semisynthetic,आंशिक-संश्लेषी
semolina,सूजी
sender,प्रेषक
senescence,"जरा, जीर्णता"
senile,जराजन्य
senility,जरा
senna,"सेना, सनाय"
sensation,"संवेदन, संवेदना"
sense,"संवेद, ज्ञान, बोध"
sensibility,"संवेद्यता, संवेदनशीलता"
sensitive,"सुग्राही, सूक्ष्मग्राही, संवेदनशील"
sensitization," सुग्राहीकरण, सूक्ष्मग्राहीकरण, संवेदनशील करना"
sensorimotor,संवेदीप्रेरक
sensorium,संवेदना क्षेत्र
sensory,संवेदी
sentient,संवेदनसमर्थ
sepal,बाह्यदल
separation," पृथक्करण , पृथकभवन"
separator,पृथक्कारी
sepsis,पूतिता
septal,"पट, पटीय"
septate,पटयुक्त
septic,पूति
septicaemia,"पूतिजीवरक्तता, सेप्टिसीमिया"
septifragally,पट-भंजकतः
septomarginal,पट-परिसर
septulum,पटिका
septum,पट
sequela (=sequel),अनुगम
sequester,"वियुक्त, विविक्त"
sequesterectomy,विविक्त उच्छेदन
sequestration,"विविक्तीभवन, पृथकभवन"
sequestrum,"विविक्तांश, विविक्त"
serendipity,संयोग
sericeous (=silky),रेशमी
series,श्रेणी
sero-fibrinous,सीरम-फ्राइब्रिनी
serological,सीरमी
serologist,सीरमविज्ञानी
serology,"सीरमविज्ञान, सीरमपरीक्षण"
seromucoid,सीरम-श्लेष्माभ
seronegative,सीरमऋण
seropositive,सीरमघन
seropurulent,सीरम-सपूय
serosanguineous,सीरम-रक्तक
serosynovitis,सीरमी-श्लेषककलाशोथ
serotherapy,सीरम-चिकित्सा
serous,सीरमी
serpiginous,सर्पी
serrate,दन्तुर
serration,"क्रकचन, दन्तुरण"
serrulate,"सूक्ष्म क्रकचित, सूक्ष्म दन्तुरित"
serum (pl. sera),"सीरम, रकक्‍्तन्रस"
service,सेवा
sesamoid,"कण्डरास्थि, वर्तुलिका, तिलसंन्थि"
sesamoiditis,कण्डरास्थिशोथ
sesmoid,कण्डरा
sessile (=sessil),अवृन्त
set,"सेट, समुच्चय"
setting,"तलछट, अधःसाद"
severalty,"एकाधिकरण, एकायंतता"
sewer,मलनल
sewage,वाहितमल
sewerage,मलप्रवाह
Sex,लिंग
sexies (Sex),छः बार
sexing,लिंग-निर्धारण
sextuplets,षटक
sexual,"लैंगिक, यौन"
shaft,कांड
shaker,हल्लित्र
shaking,कम्प
shaking sieve,हल्लन चालनी
shallow,उथला
shank,जंघा
shape,आकृति
shavings,छीलन
sheaf,"पूला, पूली"
shear,कर्तन-यन्त्र
sheath," आवरण पिघान, आच्छद"
sheel," पत्र , आच्छद , चादर"
"sheeting, nursery","शिशुशय्या चादर, शिशुशय्याच्छद"
shelf,निधायतल
shelf-life,शेल्फ-जीवन
shelf reconstruction of roof,उलूखल शेल्फ पुनःरचना
shell,"कवच, कोश"
shellac (=lac=lacca),"चपड़ा, शुल्क लाक्षा"
shield,"वर्म, ढाल"
shift,"रथानान्तरण, विस्थापन, स्थित्यंतरण"
shifting,चल
shin crest,अंतर्जघिका शिखा
shock,"स्तब्धता, आघात, शॉक"
short (brevis),लघु
shortening,लघुता
short-neck,लघुग्रीवा
short root (teeth),लघु दंतमूल
short wave diatheramy (=neodiathermy),लघु तरंग डायाथथर्मी
shoulder,स्कन्ध
shoveling,बेलचा-आकारिता
shovelled incisor,बेलचाकार कृतक
show,दर्श
show flask (=storage flask),"संग्रह फलास्क, संचायक फलास्क"
"shower, normoblastic",लोहितकोशिकाप्रसू वृष्टि
shred,शीर्णतन्तु
shrinkage,संकुचन
shrule,"क्षुप, झाड़ी"
shudder,वेपन
shunt,पार्श्वपथ
si opus sit (S.O.S.),आवश्यकतानुसार
sialagogue,लालास्रावी
"sialitis, submandibular",अव-अधोहनु लालावाहिकाशोथ
sialodochitis,लालावाहिकाशोथ
"sialogram, parotid","कर्णपूर्व लालाग्रन्थिचित्र, पैरोटिड साइलोग्राम"
sialography,"लालाग्रान्थिचित्रण, सायलोग्राफी, लालावाहिका चित्रण"
sialolithiasis,लालावाहिअश्मरता
sialorrhea,"लालास्रवण, लालास्राव"
sib (sibling),सहोदर
sib-analysis,सहोदर-विश्लेषण
sicca,शुष्क
siccum,शुष्क
sick,रोगी
sicklanaemia (=sicklemia),दात्रकोशिकाअरक्तता
sickle cell,दात्र कोशिका
sickle cell trait,दात्र कोशिका विशेषक
sickling,दात्रीयन
sickling of red cells,लोहितकोशिका दात्रीभवन
sickness,"रोग,रुग्णता,व्याधि,अस्वस्थता"
sick nursing,रोगी परिचर्या
side-chains,पार्श्व-शृऋंखला
side-effects,"अनुषंगी-प्रभाव,इतर-प्रभाव"
side-reaction,पार्श्व-अभिक्रिया
sideroblast,अयसलोहितकोशिकाप्रसू
siderocyte,अयसलोर्हितकोशिक
sideropenia,"अयसह्वास,सिडरोपीनिया"
siderosis,"लोहमयता,अयस्कता,अयसमयता"
siderotic,लोहमय
sieve,"चालनी,चलनी"
sieve-plate,चालनी-प्लेट
sieve-tube,चालनी-नलिक
sifter,छानन यन्त्र
sifting,छानना
sight,दृष्टि
sightedness,दृष्टि
sigmoid,"अवग्रह,अवग्रहरूपी"
sigmoid notch,अवग्रही खांच
sigmoidoscope,"सिग्माइडोस्कोप,अवग्रहान्त्रदर्शी"
sigmoidoscopy,"सिगमाइडोस्कोपी,अवग्रहान्त्र दर्शन"
sign,चिह
signa (=signetur),लेबिल पर-
signetur (sig.),सेवनविधि
silhouett,छाया-चित्र
silicosis (Masion's disease),सिकतामयता
silk,रेशम
silt,गाद
silvering,रजतन
sime,"सीम,बन्दर"
Simia,"सीमिया,कपिवानर वंश"
simian,"सीमियन,कपिवानरीय"
similarity,समरूपता
similitude,सादृश्य
simple (simplex),सरल
simplicia,सामान्य औषधवर्ग
sinciput,अग्रोपरिशीर्ष
sine,बिना
sine pigmento,अवर्णक
sine viala,कूपिका रहित
sinew (=tendon),कंडरा
single,एक
singulare,एकल
singulis horis,प्रति घंटा
singultus (~hiccough),हिक्का
sinistral,वामावर्त
sinistrality,वामहस्तता
sino-atrial (sinoatrialis),शिरानाल-अलिन्द-
sinognathism ऽ,आकारीय पार्श्वदृश्य
sinogram,नाडीव्रणचित्र
sino-spiral (sinospiralis),शिरानाल-सर्पिल-
sintering (=stag process),निसादन
sinus (sinum)," विवर , खातिका साइनस, शिरानाल , नाड़ीव्रण"
sinusitis,वायुविवरशोथ
sinusoid,शिरानालाभ-
site,"स्थल, स्थान"
sitophobia,भोजनभीति
situs inversus,विपरीत स्थान
Situs inversus partialis communemesenterium,उभयांत्रयोजनी अपूर्ण विपरीत
sizing,चिक्कणन
skeletography,कंकाल विरचन
skeleton," पंजर,कंकाल , ढाँचा"
skin,"त्वचा,त्वक्‌"
skip,प्लावी
skull,"खोपड़ी,करोटि"
slab,"स्लेब,सिल,शिला-खण्ड"
slag,धातुमल
slant eyes,तिर्यक नेत्र
slaughter house,"कसाईखाना,वधशाला"
sleep,निद्रा
sleeplessness (insomnia),अनिद्रा
sleep-walking,निद्राभ्रमण
slide,"स्लाइड,पट्टिका"
s. rule,"परिकलन पटिटका,स्लाइड रूल"
s. test,स्लाइड परीक्षण
slime,अवपंक
slime-string,अवपंक-सूत्र
slimness,"तनुता,पतलापन"
sling,"गोफन,स्लिग"
slip,सर्पण
"slipped epiphysis, adolescent",कौमार स्खलित ऑर्वी-अधिवर्ध
slit,रेखाछिद्र
slop,मलिनजल
slope,ढाल
slough,"मृतोतक,निर्मोक"
sludge,"स्लज,अवपंक"
slugging,पूर्व सम्पीडन
sluggish,मंद
slurring,स्खलित
"small (tenue, minus, minor)","लघु., क्षुद्र,छोटी"
smallpox,"मसूरिका,शीतला,माता,चेचक"
smear,"आलेप,लेपन"
smegma,शिश्नमल
smell,गन्ध
smoking,धूमन
snake-venom,सर्पविष
snap,स्फुटन
snare,पारा
snip,कर्तन
snoring,खुरटे लेना
"snout, foxlike",लोमशीय तुंड
"snow, CO2  CO2",हिम
snuff,"नस्य,सुंघनी"
snuffles,"नासाश्लैष्मस्राव,स्नफल्स"
socket,गर्त
"soda, effervescent citro tartarate of",बुदबुदकारी सोडियम साइट्रोटाट्रेट
sodomy,"गुदामैथुन,गुदमैथुन"
sorus,बीजाणुधानी पुंज
souffle,सूफिल
sound," गवेषणी,साउन्ड , ध्वनि , शलाका"
Sour,खट्टा
source,उद्गम
space,अवकाश क्षेत्र
span," विस्तार , वितस्ति"
spasm,"उद्वेष्ट,आकर्ष,ऐंठन"
spasmodical," आकर्षी , सविरामी"
spasmogenic,आकर्षजन
spasmolytic,उद्वेष्टहर
spasmus nutans,"शीर्ष दोलन,स्पासमस न्यूटेंस"
spastic," संस्तम्भी , आकर्षी,उद्वेष्टकर"
spasticity,संस्तंभता
spattering,लावालवन
spatial (spatialis),अवकाशिकी
special creation theory,विशिष्ट सृष्टिवाद
species,"जाति, स्पीशीज"
specimen,निदर्श
spectra,चमकरेखाएं
spectrograph,"स्पैक्ट्रमलेखी,स्पैक्ट्रोग्राफ"
spectrophotometry,स्पैक्ट्रमप्रकाशमिति
spectroscope,"स्पैक्ट्रोस्कोप, स्पैक्ट्रमदर्शी"
speculum,"वीक्षक,स्पेकुलम,वीक्षणयन्त्र"
speed,"चाल,गति,स्पीड"
speel,दौर
sperm,शुक्राणु
spermatheca,शुक्र-ग्राहिका
spermatic,वृषण-
spermatid,शुक्राणु-प्रसू
spermatitis,शुक्रवाहिका शोथ
spermatocele,शुक्रपुटी
spermatocidal,शुक्राणुनाशी-
spermatocide,शुक्राणुनाशी
spermatocyte,शुक्राणुकोशिका
spermatocytoma,"स्पर्मटोसाईटोमा,शुक्राणु अर्बुद"
spermatogenesis,शुक्राणुजनन
spermatogenic function,शुक्राणुजनन कार्य
spermatogonium,"स्पर्मटोगोनियम,शुक्राणुजन"
spermatozoon,शुक्राणु
spermicidal,शुक्राणुनाशी
spermiogenesis,शुक्राणुजनन
spermolith.,शुक्रवाहिकाश्मरी
sphareo-conical,गोल-शंक्वाकार
sphenoethmoidal (sphenoethmoidalis),जतूक-झर्झरिका-
sphenoidal,जतूक-
sphenoidale,जतूकी बिंदु
sphenomandibular,जतूक-अधोहनु-
sphenopalatine,जतूक-तालव
sphenoparietal,जतूक-पार्शिवक
sphere,क्षेत्र
spherical,गोल
spherion,गुल्फान्त बिन्दु
spherocyte,गोलक-कोशिका
spherocytosis,गोलकोशिकता
spheroidal,गोलाभ
sphincter,"संवरणी,अवरोधिनी"
sphincterotomy,संवरणीछेदन
sphygmograph,"स्पंदनलेखी,रिफिग्मोग्राफ"
sphygmomanometer,"स्फिग्मोमेनोमीटर,रक्तदाबमापषी"
sphygmometer,स्पंदनमापी
