English,Hindi
savant,पंड़ित;विद्वान
saving,किफायती
savoury,स्वादिष्ट;मजेदार;रुचिकर
saw,आरा;कहावत
sawdust,लकड़ी का बुरादा
say,बयान;व्याख्यान;कहावत;बोलना
saying,बात;कहावत;लोकोक्ति
scab,पपड़ी;खुरण्ट
scaffold,मचान;चबूतरा
scaffolding,मचान;चौखट
scald,जलाने का दाग;जलन;सिर की रुसी
scale,पलड़ा;तराजू;सीढी;छिलका;परत;सुर
scallop,एक सीपदार मछली
scalp,खोपड़ी;खोपड़ी की खाल
scalpel,चिकित्सक की छुरी
scamp,दुर्जन;बदमाश;गुण्डा;दगाबाज
scandal,बदनामी;निन्दा;अपवाद
scandalous,बदनामी का;निन्दात्मक;कुत्सित
scant,कम;थोड़ा;तंग;कंजूस;कृपण
scanty,कम;थोड़ा;तंग;अपर्याप्त;स्वल्प
scapegoat,भेंट का बकरा
scar,घाव का चिह्न;चिह्न;दाग;चकता
scarce,कम;थोड़ा;असाधारण;दुष्प्राप्य
scarcely,मुश्किल से;कठिनता से
scarcity,कमी;तंगी;महंगी;दुष्प्राप्यता
scarf,रुमाल;दुपट्टा
scarlet,लाल सूर्ख;चमकीला लाल रंग
scene,रंगमंच;रंगभूमि;अभिनय;नकल;नाटक
scenery,चित्र;दृश्य;नाटक का दृश्य
scenic,नाटकीय
scent,खुशबू;महक;सुगन्ध
sceptic,अविश्वासी;शक्की
sceptical,संशयी;अविश्वासी;नास्तिक
schedule,सूची;सूचीपत्र;सूची में रखना
scheme,पद्वति;व्यवस्था;युक्ति;कल्पना
scholar,विद्यार्थी;छात्र;पंड़ित
scholarly,विद्यार्थी के अनुरूप
scholarship,छात्रवृत्ति;पांड़ित्य
scholastic,विद्याभिमान
school,पाठशाला;विद्यालय;शिक्षालय
schooling,पाठशाला की शिक्षा;पढाई
schoolteacher,अध्यापक
science,विज्ञान;ज्ञान;विद्या;शास्त्र
scientific,वैज्ञानिक;विद्या सम्बंधी
scientist,वैज्ञानिक
scion,पल्लव;कलम;सन्तान;वंशज
scissors,कैंची;कतरनी
scold,घुड़कना;डांटना;फटकारना
scolding,घुड़की;डांट;फटकार;धमकी
scope,लक्ष्य;प्रयोजन;अभिप्राय;जगह
scorch,जलना;झुलसना;सूखना;जलाना
score,दरार;फटाव;हिसाब;कोड़ी
scorn,घृणा;तिरस्कार;नफरत
scorpion,बिच्छू;आरी;वृश्चिक
scot,स्कटलैंड़ निवासी;कर;खिराज
scotch,हल्का जख्म;हल्का घाव
scour,घूमना
scrap,टुकड़ा;कतरन;चिट
scrapbook,बही
scrape,संकट;कष्ट;दिक्कत;खिंचाव;उलझन
scratch,खोंच;खराश
scrawl,घसीटी लिखावट;अस्पष्ट लेख
scrawny,दुबला;पतला;दुर्बल;कमजोर
scream,चीख;चीत्कार;कूक;चीखना
screen,ओट;परदा;आड़;झरना;झांप;छलनी
screw,पेंच;पेंच से कसना;पेंच कसना
scribble,घसीट;अस्पष्ट लेख;घसीटना
scribe,लेखक;धर्म शास्त्र;शिक्षक
scrimmage,मुठभेड़;हाथापाई
script,हस्त लेख;लघु लेख;पत्रिका
scripture,लेख;धर्म पुस्तक;पवित्र लेख
scroll,लपेटा हुआ;कागज का मुट्ठा;सूची
scrub,अधम;नीच;कमीना
scruple,शंका;शक;हिचक
scrupulous,संदेही;शक्की;चौकस;बुद्धिमान
scrupulousity,संदेह;दुविधा;चौकसी;बुद्धिमानी
scrutiny,परीक्षा;जांच;अनुसन्धान;तलाश
scud,दौड़;रेलपेल;उड़ता हुआ बादल
scuffle,कुश्ती;लड़ाई;खेंचाखेंची
sculptor,संगतराश
sculpture,संगतराशी
scum,फेन;झाग;गाद;मैल;तलछट
scurry,द्रुत गमन;तेज चाल;शीघ्र चलना
scuttle,टोकरा;तसला;झबरा
sea,समुद्र;सागर;महासागर
seaboard,समुद्र का किनारा
seafarer,मल्लाह;जहाजी;नाविक
seagoing,समुद्रगामी
seam,सीवन;सिलाई;चिह्न;दाग;निशान
seaman,नाविक
seamstress,दरजिन;सीनेवाली
seaplane,सामुद्रिक वायुयान
seaport,समुद्रतट का बंदरगाह;नौकाश्रय
search,अनुसन्धान;खोज;परीक्षा;तलाश
searchlight,बहुत तेज बिजली;बत्ती
season,मौसम;ऋतु;फसल;उपयुक्त काल
seasonal,मौसमी
seasoning,स्वादिष्ट बनानेवाली वस्तु
seat,कुरसी;बेंच;आसन;चौकी;पीढा;सदर
seclude,पृथक रहना
second,दूसरा;द्वितीय
secondary,दूसरे दरजे का;अप्रधान;मातहत
secondly,दूसरे;दूसरे स्थान में
secrecy,गुप्तता
secret,छिपा हुआ;गुप्त;दर-परदा;अप्रकट
secretariat,सचिवालय
secretary,सचिव;लेखक;मन्त्री
secrete,छिपाना;लुकाना
secretion,स्त्राव;स्त्रावण
secretive,शरीर का मलोत्पादक;उद्रेच
sectarian,सम्प्रदाय;विशेष सम्बन्धी
section,काटना;अंशना;भागना;खण्डना
sector,एक यंत्र सेक्टर;त्रिज्यखंड़
secular,लौकिक;संसारी;गृहस्थी
secure,सुरक्षित;निर्भय;निःशंक
security,सुरक्षितता;निर्भयता;निश्चितता
sedan,ड़ोली;मोटरकार;नालकी;पालकी
sedate,धीर;धीमा;गंभीर;स्थिर
sedentary,गतिहीन;मन्द;सुस्त;गतिरहित;अनुद्योगशी
sediment,तलछट;गाद;मैल
sedition,दंगा;हुल्लड़;बलवा;विद्रोह
seditious,उपद्रवी;राजद्रोही;बगावत का
seduce,बहकाना;फुसलाना;बिगाड़ना
seed,बीज;नसल;औलाद;सन्तान;वंश;जड़
seedless,बीजरहित
seedling,अंकुर
seeing,यह देखते हुए;चूंकि;इसलिए कि
seeming,प्रकट;दिखलावटी
seesaw,लड़कों क खेल;झूला;उतार चढाव
segment,खंड़;फांक;हिस्सा;टुकड़ा
segregation,पृथकत्व;जुदाई;वियोग;अलगाव
seine,महाजाल
seismic,भूकम्प सम्बन्धी
seismology,भूगोल विद्या
seizing,पकड़;धारण;अधिकार कर लेना
seizure,ग्रहण;धारण;हरण;पकड़;जब्ती
seldom,कभी कभी;थोड़ा;बिरले
select,चुन लेना;छाटना;बीनना;बेराना
selection,चुनाव;पसन्द;इन्तखाब
self,आप;खुद;स्वयं;वही;अपना;निज का
selfish,स्वार्थी;मतलबी;स्वार्थपरायण
selfishness,स्वार्थपरायणता;खुदगर्जी
semblance,सादृश्य;एक रूपता;आकार;रूप
semi,आधा;अर्ध
semiannual,अर्द्धवर्षीय;अर्द्धवार्षिक
seminal,बीज सम्बन्धी;वीर्य सम्बन्धी
seminary,पाठशाला;विद्यालय;मदरसा;कलिज
senate,मंत्री सभा;व्यवस्थापिका सभा
senator,सभासद;सेनेट का मेम्बर
send,भेजना;पठाना;फेंकना;डालना
sendoff,प्रस्थान;रवानगी
senile,बुढापे का
senility,बुढापा;वृद्धावस्था
senior,उच्चतर;ज्येष्ठतर;ज्येष्ठता
seniority,श्रेष्ठता;ज्येष्ठता
sensation,इन्द्रियज्ञान;इन्द्रियबोध
sense,इन्द्रिय;ज्ञान शक्ति;होश;हवास
senseless,निरर्थक;नादान;अचेतन;बुद्धिहीन
sensibility,बोध;समझ
sensitive,सचेतन;शीघ्रग्राही
sensual,इन्द्रिय विषयक
sensuality,विषय भोग;विषयासक्ति
sensuous,इन्द्रिय सम्बन्धी
sentence,वाक्य;पद;वचन;उक्ति;निर्णय
sentiment,भाव;राग;बुद्धि;मत
sentimental,भावित;रसिक;रसिया;ह्रदयवेधक
sentimentality,भावुकता;नाजुक;ख्याली;रसिकता
sentinel,पहरेदार;चौकीदार;सन्तरी
separately,पृथक पृथक;अलग अलग
sept,जाति;वंश;घराना;कुल;गोत्र;घेरा
sequel,परिणाम;नतीजा;अन्त;फल
sequence,क्रम;अनुक्रम;श्रेणी;सिलसिला
sequestration,छेद;रोक
sera,सराय;पन्थशाला;पथिकाश्रम
sere,सूखा;मुरझाया हुआ
serene,निर्मल;साफ;स्थिर;चुपचाप;धीमा
serenity,शान्ति;धीरता;स्वच्छता
serge,सर्ज;एक ऊनी कपड़ा
serial,सिलसिलेवार;क्रमिक;क्रमानुसार
series,श्रेणी;क्रम
serious,धीर;गम्भीर;संजीदा;भारी
seriousness,संजीदगी;गम्भीरता;बड़ा ध्यान
sermon,धर्मोपदेश;गम्भीर सलाह;उपदेश
serpent,सांप;सर्प
serpentine,सर्पवत;पेंचदार;सर्पवत;पेंचदार
serum,खून का पानी;दूध का पानी
servant,नौकर;चाकर;दास;मुलाजिम;सेवक
service,सेवा;टहल;नौकरी;काम;पद;आराधना
servitude,गुलामी;ताबेदारी;दासपना;दासत्व
sesame,तिल
setback,रोक;बाधा;विघ्न
setting,अस्त;ड़ूबना
settlement,जमाव;बैठाव;बन्दोबस्त;निबटारा
seven,सात
sevenfold,सात गुणा
seventeen,सत्रह
seventeenth,सत्रहवां
seventh,सातवां
seventieth,सत्तरवां
seventy,सत्तर
several,भिन्न;पृथक;अलग;अनेक;की
severance,पृथकत्व;वियोग;जुदाई;बंटवारा
severe,संजीदा;गम्भीर;कठिन;कठोर;तेज
sew,सीना
sewerage,नालियां
sex,लिंग भेद;जाति
sexton,कब्र खोदनेवाल
shabby,नीच
shackle,बेड़ी;जंजीर;पकड़ी;बेड़ी डालना
shade,छाया;परछाई;अंधेरापन;अप्रकाश
shadow,छाया;परछाईं;प्रतिबिंम्ब
shady,छायादार;छायाजनक
shaft,तीर;लम्बा तीर;ड़ंड़ा;छड़
shaggy,झबरा;बालदार;खुरदरा
shake,हिलाव;ड़गमगाहट;कंपकंपी;रगड़
shaky,कमजोर;ड़गमगाता हुआ;अस्थिर;ढीली
shale,भूसी;छिलका
sham,झूठा;नकली;बनावटी;बनावट;झूठ
shamble,मटक कर चलना
shambles,कसाईखाना;कलिया बाजार
shame,लज्जा;लाज;शिष्टता;लाज;शर्म
shameful,लज्जित;निन्दनीय;बुरा
shameless,निर्लज्ज;अविनीत;धृष्ट
shamrock,तिपतिया
shank,पिंड़ुली;हथियार का ड़ंड़
shanty,कुटी;झोपड़ी;कुटिया
shape,शक्ल;सूरत;रूप;आकार;नमूना
shapely,सुडौल;अच्छी शक्ल का;सुरूप
shard,ठीकरा;खपरा;अंडे का छिलका
share,भाग;हिस्सा;बखरा;शेअर भाग
shareholder,हिस्सेदार;पट्टीदार;साझी
sharp,पतली धार का;पैना;तेज;तीक्ष्ण
sharply,तेजी से;जळी से;शीघ्रता से
shave,हजामत;पतला टुकड़ा;काट
shawl,शाल;दुशाला
shear,कैंची से काटना;कतरना;काटना
shears,कैंची;कतरनी
sheath,मियान;गिलाफ;खोल
shed,छप्पर;झोंपड़ा;ओसारी;सायबान
sheen,चमक;ज्योति;रोशनी
sheep,भेड़;भेड़ी;मेष
sheik,शेख
shelf,ताक;अलमारी
shell,छिलका;खोल;घोंघा;मोहरा
shellfish,घोंघा;सीपदार मछली
shelter,आड़;शरण;पनाह;आश्रय;रक्षक
shepherd,गडरिया;गल्लाबान;चरवाहा
sheriff,फौजदार
shield,ढाल;फरी;बचाव;रक्षा;आड़
shift,तबदीली;परिवर्तन;उपाय;पनाह;शरण
shilling,एक अग्रेंजी मुद्रा;शिलिङ्ग
shin,अग्र जंघा;नली
shine,धूप;खुला मौसम;चमक;रोशनी
shingle,पतला तख्ता
shingles,एक रोग;खुजली;दाद
shiny,चमकीला;रोशन;साफ;खुला
ship,पोत;जहाज;जहाज पर लादना
shipbuilding,जहाज का बनाना
shipping,नौका समूह
shipwreck,नाश करन
shire,प्रांत;जिला;मुल्क का हिस्सा
shirk,काम चोर;चाल बाज;बचना;खिसकना
shirt,कमीज;कुर्ता;शर्ट
shiver,टुकड़ा;फांक;पतला टुकड़ा;टूटन
shoal,झुंड;गिरोह;समूह;रेती
shock,धक्का;धमक;संघर्ष;टक्कर;मुठभेड़
shocking,उद्वेगकर;अप्रीतिकर
shoddy,निकम्मा;बेकाम
shoe,पादुका;जूता;नाल;जूता पहनाना
shoelace,जूते का फीता
shoestring,जूते का फीता
shoo,भागोना;चले जाओ ना
shoot,गोली मारना;बाण मारना;छोड़ना
shop,दूकान;हाट
shopkeeper,दुकानदार
shore,समुद्र का किनारा;समुद्र तट
short,छोटा;अदीर्घ;लघु;नाटा
shortage,कमी
shorthand,संक्षिप्ताक्षरलिपी
shortly,जळी मे;थोड़ी देर में
shortness,छोटाई;कमी;लघुता;न्यूनता
shorts,भूसी;चोकर
shoulder,कन्धा;सहारा;कन्धा मारना
shout,शोर;गुल गपाड़ा;हुल्लड़;जय जयकार
shove,धक्का;रेला;ढकेलना;रेलना
shovel,खुरपा;बेलचा;बेलचा से फेंकना
show,तमाशा;ठाठ;प्रकाश;दिखावा
shower,बौछार;झड़ी;रेल पेल;बरसना
showy,दिखलावटी;नुमाइशी;भड़कीला
shred,कतरन;धज्जी;टुकड़ा
shrewd,नटखट;चिड़चिड़ा;धूर्त;चालाक;चतुर
shriek,किलकारी;चिल्लाहट;चीख;कूक
shrift,पापमोचन
shrill,कर्णवेधी;महीन आवाज का;तेज
shrine,पवित्र द्रव्यागार;मन्दिर
shrink,सिकुड़न;सिमटन;झिझक;सिकुड़ना
shroud,कफन;शव परिधान
shrub,छोटा पेड़;झाड़ी;मदिरा
shrubbery,झाड़ी;बन
shrug,कन्धा झाड़ना;सिकोड़ना;समेटना
shudder,कंपकंपी;थरथराहट;कांपना
shunt,रेलगाड़ी हटाना;राह बदलना
shut,बन्द;बन्द खिड़की;झिलमिल
shutter,किवाड़;झिलमिली;पर्दा;चिक;झांप
shuttle,शटल;ढरकी
shy,लजीला;संकोची;डरपोक;भीरु
shyness,लजीला;संकोची
sick,रुग्ण;रोगी;बीमार
sickle,हंसिया;दरांती
sickly,बीमार;रोग शील;रोगिहा;सुस्त
sickness,रुग्णता;रोग;बीमारी;मतली
side,पक्षीय;किनारे का;बगली;तिरछा
sideways,करवट के बल;तिरछा
siege,घेर;घेरा डालना;नगर परिवेष्ठन
sieve,छलनी;झरना;चालना
sigh,गहरी सांस;आह;निःश्वास
sight,देखना;दृष्टि;दर्शन;नजर;अवलोकन
significance,महत्व;गौरव;प्रतिष्ठा;अर्थ
significant,सार्थक;अर्थ प्रकाशक;सूचक
silence,चुप्पी;निःशब्दता;शब्दाभाव;मौन
silent,चुप;मौन;सुनसान;खामोश;शांत
silica,पत्थर
silkworm,रेशम का कीड़ा
silky,रेशमी;नर्म;कोमल;चिकना
sill,देहलीज;चौखट
silly,मूर्ख;अनाड़ी;भोला;दुर्बल;मूर्ख
silver,चांदी का;चांदी
silverware,चांदी के जेवर
silvery,चांदी के सदृश;उज्जवल;सफेद
similar,समान;सदृश;एकसा
similarity,समानता;सदृश्यता;सादृश्य
similarly,उसी प्रकार;सादृश्य से
simmer,थोड़ा थोड़ा खोलना;गुनगुनाहट
simple,सीधा;अकेला;निरा;सादा;भोला
simplification,लघुकरण
simply,साफ साफ;सरलता से;निष्कपटता से
simulate,बनावटी;झूठा;जाली;बहानेबाज
simulation,बनावट;कपट;पाखण्ड;छद्मवेष धारण
simultaneous,समकालीन;समकालिक
sin,पाप;अपराध;दोष;खता;पाप कराना
since,क्योंकि;इसलिए
sincere,सच्चा;खरा;शुद्ध;स्वच्छ
sincerely,ईमानदारी से;निष्ठा से
sincereness,ईमानदारी;सच्चाई;खराई
sine,रेखा विशेष;जीवा;द्विज्या;हीन
singe,जलाना;झुलसाना;ना
single,एक;अकेला;केवल;अलग;न्यारा
singly,अकेला;सच्चाई से
singular,एक वचन;बड़ा;विख्यात;अनोखा
sinister,बायां;बुरा;अशुभ;कुटील;मनहूस
sink,सिंक;नाली;मोरी;ड़ुबाना;गिराना
sinking,ड़ूबना
sinner,पापी;पातकी;दोषी
sinus,मोड़;छेद;दरार;खाड़ी;नासूर
sip,घूंट;चुसकी;घूंट लेना;सुड़कना
siphon,टेढी नली;नाली;एक यंत्र
sir,महाशय;महोदय;जनाब;साहब;बहादुर
sire,पिता;पुरखा;कर्तार;नरपशु
sister,बहिन;जीजी;भगिनी
sisterhood,भगिनी समाज;बहिनपन;भगिनीत्
sit,बैठना;अड़्ड़ेपर बैठना
site,स्थान;जगह;स्थिति;ठौर
situated,स्थित;स्थापित
situation,स्थिति;स्थान;ठौर;अवस्था;गत
six,छः
sixfold,छः गुना
sixteen,सोलहवां भाग
sixteenth,सोलहवां
sixth,छठवां;छठवां भाग
sixtieth,साठ;साठवां भाग
sixty,साठ
size,आकार;परिणाम;ड़ील;सरेस;लासा
skeleton,अस्थिपंजर;शरीर का अस्थिमात्र
sketch,कच्चा ढांचा;नक्षा;मसौदा
sketchy,अधूरा
skew,टेढा;तिरछा
skewer,कबाब का सींकचा;कील;सीख;सलाई
skid,फिसलन
skiff,ड़ोंगी;छोटी नाव
skill,विद्या;गुण;प्रवीणता;निपुणता
skilled,निपुण;गुणी;पटु;चतुर;कुशल
skillet,कड़ेदार ड़ेगची
skim,झाग;फेन;फफूंदन
skimmer,कलछी;झरनी
skin,खाल;चमड़ा;छाल;छिलका;झिल्ली
skinny,चमड़ादार;केवल चमड़ादार
skip,उछल;कूद;फलांग;भूल;छूट;चूक
skirmish,हल्की लड़ाई;लड़ाई भिड़ाई;झगड़ा
skirt,स्कर्ट;कोर;छोर;आंचल;किनारा
skittish,लजीली;भीरु;भड़कीली;चंचल;चपल
skull,खोपड़ी;कपाल
sky,आकाश;गगन;आसमान;अंतरिक्ष
skylark,चक्रवाक;लवा
skylight,झरोखा;रोशनदान
skyline,क्षितिज;आकाश वृत्त
skyscraper,बहुत ऊंची वस्तु
skyward,आकाश की ओर
slab,तख्ता
slack,ढीला;मन्द;निर्बल;सुस्त
slam,धड़क;जोर
slander,कलंक;अपयश;अपवाद
slanderous,मिथ्यावादक;मिथ्या;निन्दक;झूठा
slang,गंवारु बोली
slant,झुका हुआ;टेढा;तिरछा
slanting,टेढा;तिरछा;झुका हुआ
slap,तमाचा;चपत;थप्पड़;धौल;चपत जमाना
slash,चीर;काट;चाक;लम्बे टुकड़े काटना
slate,स्लेट
slave,दास;टहलुआ;चाकर;किंकर
slavery,किङ्करता;गुलामी;दासता;दासत्व
slavish,दास सम्बन्धी;दासवत;कमीना;नीच
sledge,भारी हथौड़ा
sleek,चिकना;चमकीला;चिकना;चमकाना
sleep,विश्राम;आराम;नींद;निद्रा
sleeve,आस्तीन;कपड़े की बांह
sleight,जुगत;धूर्तता;छलबल;ड़ीठबन्दी
slender,दुबला;पतला;क्षीण;निर्बल
slice,फांक;फांकी;टुकड़ा;चौड़ा;चाकू
slide,फिसलने वाली वस्तु
slight,क्षीण;निर्बल;तुच्छ;छींटा;पतला
slim,पतला;निर्बल;तुच्छ
slime,चिपकती हुई वस्तु;लसलसी मिट्टी
slimy,चिकनी मिट्टी का;चिकना;लसलसा
sling,गुलेल
slip,फिसल;खसक;भूल;गलती;डाली;टुकड़ा
slipper,स्लीपर;बेतला जूता;ढीला जूता
slippery,चिकना;अस्थिर;अनिश्चित;अपवित्र
slipshod,स्लीपर पहने हुए
slit,चोर;काट;लम्बा छेद;दरार
slither,फिसलना;सरकना
sliver,लम्बा टुकड़ा
slop,शराब;पीने की वस्तु;ठर्रा शराब
sloping,क्रमशः निम्न;ढालू;झुका हुआ
sloth,आलस्य;सुस्ती;काहिली
slouch,नीची दृष्टि;गंवारू चाल
slough,घसाव;दलदल;कीचड़;सांप की केंचुल
slow,धीमा;आलसी;सुस्त;ढीला;अचेत
sludge,मिट्टी;कीचड़
slug,सुस्त;आलसी आदमी
sluggish,आलसी;दीर्घमूत्री;धीमा;ढीला
slum,गन्दी गली;मैला कुचैला मौहल्ला
slumber,ऊंघ;झपकी;हल्की नींद;ऊंघना
slump,ढेर
slur,दाग;चिह्न;अप्रतिष्ठा
slush,नर्म मिट्टी;कीचड़
sly,सयाना;धूर्त;मक्कार;कपटी;गुप्त
smack,तडाका;स्वाद;चपत;छोटा जहाज
small,छोटा;अल्प;क्षुद्र;लघु;थोड़ा;कम
smallpox,चेचक;शीतला
smart,तीक्ष्ण;तीखा;कड़ा;शीघ्र
smattering,अल्प ज्ञान;ऊपरी ज्ञान
smear,दाग;धब्बा;कलंक;चिकनी वस्तु
smell,गन्ध;बास;गन्ध लेना;सूंघना
smile,मुस्कुराहट;सहायता;दया
smirk,बनावटी हंसी;बनावटी हंसी हंसना
smith,सुनार;लुहार
smock,स्त्रियों का कुर्ता;कमीज
smoky,धुआंदार;धूम्रमय;सधूम
smooth,चिकना;चमकीला;सम;मृदु
smother,धुआं;धूल;घबराहट
smoulder,सुलगना;धधकना
smudge,मिट्टी लपेटना;धब्बा लगाना
smug,बना ठना;छैल छबीला
smuggle,चौकी मारन
snack,भाग;भोग;जलपान;नाश्ता
snag,टहनी;गांठ;निकला हुआ दांत
snail,घोंघा;जोंक;काहिल;आलसी मनुष्य
snake,सांप;नाग;सर्प
snap,तड़क;एक एक टूट;कड़कड़ाहट
snare,फन्दा;जाल;पकड़;पाश;फंसाना
snarl,लड़ाई;झगड़ा;गुर्राना;घुड़कना
snatch,झट छीन लेना;झपट लेना
sneaking,नीच;अधम;कंजूस
sneaky,नीच;कंजूस
sneer,घृणा की दृष्टि
sneeze,छींक;छींकना
snicker,मक्कारी से हंसना
sniff,सूंघना;नाक से सुड़कना
snip,काट;कटाव;कपड़े का छांटन;कतरन
snob,जूता बनाने वाल
snooze,ऊंघाई;झपकी;सोना;ऊंघना
snore,खर्राटा लेना
snort,खर्राटा;नासिका ध्वनि
snout,थूथन
snow,बर्फ;पाला;बर्फ पड़ना
snowfall,बर्फ का गिरना;गिरी हुई ढेर
snowy,हिममय;श्वेत
snub,लकड़ी की गांठ;रोक;डांट;घुड़की
snuff,सुड़कना
soap,साबुन
soapy,साबुन की तरह;साबुन लगा हुआ
soar,ऊंची उड़ान;ऊंचे पर उड़ना;चढना
sob,सिसकी;सिसकना;सुबकना
sober,संयमी;सचेत;आपे में;शान्त
sobriety,संयम;परहेज;गम्भीरता
sociable,संसर्ग शील;स्नेह वृद्धि;मेली
social,सामाजिक
socialism,समाजतंत्र;समाज साम्यवाद
socialist,समाजतंत्रवादी;समाजसाम्यवादी
society,सभा;समाज;मण्डली;संगति;साझा
sociologist,शास्त्र का ज्ञाता
sociology,समाजतत्व;समाज शास्त्र
sock,मोजा;पायतावा;जुर्राब
socket,घर;छेद
soda,सोड़ा;खार
sofa,सेज;पलंग;शय्या
soft,कोमल;नर्म;सुकुमार;मुलायम
soil,मिट्टी;चिकनी मिट्टी;भूमि;धरती
sojourn,डेरा
solace,सांत्वना;आश्वासन;धीरज;ढाढस
solar,सौर;सूर्य संबंधी;सूर्य का
solder,जोड़;टांका;टांका लगाना;जोड़ना
soldier,सिपाही;सैनिक;योद्धा
sole,अकेला;एक;निराला;अविवाहित;तला
solely,अकेले;केवल
solemnity,देवकर्म;गम्भीरता
solicitation,प्रार्थना;विनती
solicitor,वकील;मुख्तार;बैरिस्टर
solid,ठोस;गम्भीर;कड़ा;भारी;अर्थमय
solidity,ठोसपन;दृढता;घनता
soliloquy,आत्मभाषण
solitary,अकेला;निराला;एकान्तवासी
solitude,एकान्त;अकेलापन;एकान्त जगह
solstice,क्रांति
soluble,गलने के योग्य;विलेय
solution,पिघलाव;विलयन;गलाव;घुलाव
sombre,काला;अंधेरा;धुंधला;उदास
somehow,किसी प्रकार से;किसी ढंग से
sometime,पहले;पूर्व समय में;एक समय में
sometimes,कभी कभी
somewhat,किंचित;कुछ;थोड़ा;कुछ कुछ
son,लड़का;बेटा;पुत्र
song,गीत;राग;भजन
soon,थोड़े काल में;शीघ्र;जळी;अभी
soot,काजल;कालिख;काजल लगाना
sop,भिगोई हुई वस्तु
sordid,कमीना;मैला;गन्दा;लोभी;लालची
sore,सुकुमार;शीघ्रकोपी;दुःखदायी
soreness,वेदना;पीड़ा;सुकुमारता
sorrowful,खेदयुक्त;खिन्न;शोकार्त;उदास
sorry,उदास;दुःखी;शोकार्त;अधम;नीच
sort,जाति;भांति;प्रकार;ढंग
soul,जीव;आत्मा;प्राण;बुद्धि;मन
sound,पूरा;समूचा;निरोग;चंगा;ठीक
soup,शोरबा;झोल;जूस
source,मूल;स्रोत;उद्भव;उद्भव स्थान
south,दक्षिण;दक्षिण की ओर;दक्षिण
southern,दक्षिणी
southernmost,सब से दक्षिणी
southward,दक्षिण की ओर
southwest,दक्षिणी पश्चिमी कोण
souvenir,निशान;चिह्न
sovereign,बड़ा;मुख्य;प्रधान;श्रेष्ठ;राजा
sovereignty,प्रधानता;राज;प्रभुत्व;सत्ता
sow,सुअरिया;शूकरी;सुअरी;बोना
space,प्रसार;फैलाव;आकाश;दूरी;जगह
spacious,लम्बा चौड़ा;चौड़ा;विस्तीर्ण
spade,कुदाली
span,नौ इंच;बित्ता;मेहराब की चौड़ाई
spank,शीघ्र से चलना;तेज चलना
spar,तख्ता;जहाज का मस्तूल;मुक्के बाजी;लड़ना;झगड़ना;मुट्ठी चलान
spare,अल्प व्ययी;मित व्ययी;थोड़ा;कम
spark,चिंगारी;बांका;छैला;स्नेही
sparkle,चिंगारी;चमक;झलक
sparrow,गौरैया
sparse,पतला;कम फैला हुआ;घना नहीं;कम
spasm,अकड़;मरोड़;ऐंठन;आक्षेप;अंगसंकोच
spatula,लेपनी
speakership,बातचीत;वार्तालाप
speaking,बोलती;हूबहू;जीवित;प्राकृतिक
spear,बरछी भाला;भाला मारना
special,विशेष;अनोखा;असाधारण;असामान्य
speciality,विशेषता;गुण;विशेष बात;स्वभाव
specialize,विशेष बनाना
specially,खास कर;विशेष करके;विशेषतः
specie,रोकड़;नकद रूपया;मुद्रा
species,भांति;प्रकार;जाति;वर्ग
specific,विशेष;जातीय भेदक;निश्चित
specification,विशेष वर्णन;विशेष लक्षण
specimen,नमूना;आदर्श;प्रतिरूप
specious,सत्याभास;सुदृश्य;दिखावटी
speck,चित्ती;छिटकी;चिह्न;धब्बा
spectacle,तमाश;लीला;कौतुक स्वांग;चश्मा
spectacles,उपनेत्र;चश्मा
spectacular,तमाशे का;चश्मा संबंधी
spectral,छाया संबंध
spectre,छाया;भूत;प्रेत;पिशाच
speculation,विचार;सोच;युक्ति;कल्पना;उपाय
speculative,चिन्तावान;ध्यानी;काल्पनिक
speech,भाषा;बोली;वाक शक्ति
speechless,गूंगा;अवाक;मूक;चुप
speed,शीघ्रता;जळी;हड़बड़ी;दौड़;गति
speedy,उतावला;जळबाज;चालाक;चंचल
spell,कहानी;कथा;मोहन;आकर्षण;जादू
spelling,अक्षर-विन्यास
spence,खाद्य भंड़ार
spendthrift,अतिव्ययी;उड़ाऊ
sperm,वीर्य;बीज;धातु
sphere,गोला;चक्र;मण्डल;दौर
spider,मकड़ी;मकड़ा
spike,बाल;कीला;खूंटा;शूल
spiky,नुकीला;नौकदार
spindle,तकला;धुरी;छड़ी
spine,रीढ;कांटा;शूल
spinster,कातने वाली स्त्री
spiral,पेंचदार;घुमावदार
spire,घुमावदार लकीर;लपेट;पेंच;मीनार
spirit,सांस;जीव;आत्मा;भूत;छाया
spirited,साहसी;तीव्र;सतेज;प्रफुल्लित
spiritual,आत्मिक;अशारीरिक;मानसिक
spit,थूक;सिकना;सींक
spite,द्वेष;द्रोह;विरोध;बैर
spiteful,द्वेषी;द्रोही;ड़ाही
spleen,तिल्ली;प्लीहा;द्वेष;क्रोध;रंज
splendid,चमकीला;चटकीला;भड़कीला
splendour,ज्योति;चमक;विभव;धूमधाम
splice,जोड़ना;सांठना
splint,खपच्ची;खपच्ची बांधना
splinter,खपच्ची;छिपटी;खपाच;चीरना
split,फाड़ना;दरार;चीर;फाड़;जुदाई
spoil,लूट;ड़कैती;नाश;बिगाड़;लूटना
spoke,पहिये का आरा;बेनी;तिल्ली
sponge,स्पंज से धोना
