WID,English,Hindi,
10139,"test hand","परीक्षण कर्मी",
10140,"test run","परीक्षण चालन",
10141,"testament","वसीयत",
10142,"testator","वसीयतकर्ता",
10143,"thin corporation","अति‍-ऋणी नि‍गम",
10144,"thin market","अत्यल्प बाजार",
10145,"think tank","वि‍चारक मंडल",
10146,"third account","अन्य पक्ष लेखा",
10147,"third class paper","तृतीय श्रेणी के पत्र (जैसे - संदि‍ग्ध बि‍ल)",
10148,"third market","तृतीयक बाजार",
10149,"third party","अन्य पक्षकार",
10150,"third party guarantee","अन्य पक्ष गारंटी",
10151,"three tier credit structure","त्रि‍स्तरीय ऋण वि‍न्यास",
10152,"threshold limit","प्रारंभि‍क सीमा",
10153,"threshold rate of interest","ब्याज की आरंभि‍क, न्यूनतम दर",
10154,"threshold worker","नया कर्मी",
10155,"thrift deposits","कि‍फायती बचत जमाराशि‍यां",
10156,"through bill of lading","सीधा लदान पत्र",
10157,"through freight","पारगामी माल-भाड़ा",
10158,"through passage","सीधा मार्ग",
10159,"through traffic","पारगामी यातायात",
10160,"throw-away price","एकदम सस्ता दाम",
10161,"thrust areas","दबाववाले, महत्व वाले क्षेत्र",
10162,"thumb impression","अंगूठा नि‍शान",
10163,"thumb-rule","अनुभव पर आधारि‍त व्यवहार , नि‍यम",
10164,"tie up arrangement","तालमेल व्यवस्था , गठजोड़",
10165,"tied aid","सशर्त सहायता",
10166,"tied loans","सशर्त ऋण",
10167,"tied shops","नि‍बद्ध दुकानें",
10168,"tier credit system","स्तरीय ऋण प्रणाली",
10169,"tight fiscal policy","कड़ी राजकोषीय नीति",
10170,"tight market","बड़ा बाजार",
10171,"tight money (=dear money)","महंगी मुद्रा",
10172,"tight money policy","मुद्रा प्रसार रोकने की नीति",
10173,"tightening of monetary policy","मुद्रा नीति को कठोर बनाना",
10174,"till money (=ready money, chest money)","चल धन",
10175,"tillage","जुताई",
10176,"tiller","जोतनेवाला",
10177,"time bill","आवधि‍क , सावधि बि‍ल",
10178,"time consuming project","समयसाध्य परि‍योजना",
10179,"time deposit","आवधि‍क, सावधि, मीयादी जमा",
10180,"time frame","नि‍र्धारि‍त समय-सीमा",
10181,"time lag","समयांतर",
10182,"time liabilities","आवधि‍क, सावधि, मीयादी देयताएं",
10183,"time limit","समयावधि",
10184,"time promissory note","आवधि‍क, सावधि, मीयादी वचन पत्र",
10185,"time scale","समय मान",
10186,"time schedule","समय अनुसूची",
10187,"time table","समय सारणी",
10188,"time value of money","मुद्रा का आवधि‍क मूल्य",
10189,"time-barred claim","कालातीत दावा",
10190,"tiny sector","अत्यंत लघु क्षेत्र",
10191,"tithe","दशमांश कर",
10192,"title","स्वत्वाधि‍कार",
10193,"title clearance document","स्वत्वाधि‍कार अनापत्ति दस्तावेज",
10194,"title deed","हक, स्वत्व वि‍लेख",
10195,"title of claimant","दावेदार का स्वत्वाधि‍कार",
10196,"title of occupation","कब्जे का हक",
10197,"to acquire interest in the instruments","लि‍खत हि‍त प्राप्ति",
10198,"to arrive at the best price","सर्वोत्तम कीमत ज्ञात करना",
10199,"to create charge","ऋण-भार नि‍र्माण करना",
10200,"to evince interest","रुचि दर्शाना",
10201,"to match the maturities","परि‍पक्वता, अवधि-समाप्ति के अनुरूप",
10202,"to write back","प्रति‍लेखन",
10203,"token","टोकन",
10204,"token coin","अधि‍मूल्यि‍त सि‍क्का",
10205,"token money","प्रतीक मुद्रा",
10206,"tolerance level","सहन स्तर",
10207,"tolerance limits","सहन सीमाएं",
10208,"tone of the market","बाजार का रुख",
10209,"tonnage cleared","प्रेषि‍त टनभार",
10210,"tools of selective credit control","चयनात्मक ऋण नि‍यंत्रण के साधन",
10211,"top line growth","समग्र कारोबार में हुई संवृद्धि",
10212,"top management","शीर्ष प्रबंध तंत्र",
10213,"top priority","सर्वोच्च प्राथमि‍कता",
10214,"top secret","अति‍-गुप्त अत्यंत गुप्त",
10215,"top-down method for investments","नि‍वेश की ऊर्ध्वाधर प्रणाली",
10216,"top-down strategy","ऊर्ध्वाधर रणनीति",
10217,"top-of-the line","अपनी श्रेणी के तहत सर्वाधि‍क लागत वाली वस्तु",
10218,"total assets","कुल आस्ति‍यां, परि‍संपत्ति‍यां",
10219,"total creditor's account","कुल लेनदार  लेखा",
10220,"total debtor's account","कुल देनदार लेखा",
10221,"total deposits","कुल जमाराशि‍यां",
10222,"total effects","कुल संपत्ति",
10223,"total income","कुल आय",
10224,"total loss","कुल हानि",
10225,"total man hours","कुल कार्य घंटे",
10226,"total off-take","कुल उठाव",
10227,"tout","दलाल",
10228,"track record","पि‍छला कार्य-नि‍ष्पादन रि‍कॉर्ड",
10229,"tradable instrument","खरीद-बि‍क्री योग्य लि‍खत",
10230,"trade","व्यापार",
10231,"trade  deficit","व्यापार घाटा",
10232,"trade acceptance","व्यापारि‍क स्वीकृति",
10233,"trade agreement","व्यापार करार",
10234,"trade allowance","व्यापार छूट, रि‍यायत",
10235,"trade balance","व्यापार संतुलन",
10236,"trade barrier","व्यापार रोध",
10237,"trade bill","व्यापारि‍क बि‍ल",
10238,"trade bloc","व्यापारि‍क देश समूह",
10239,"trade credits","व्यापारि‍क उधार",
10240,"trade cycle","व्यापार चक्र",
10241,"trade discount","व्यापारि‍क बट्टा",
10242,"trade dues","व्यापारि‍क देनदारि‍यां",
10243,"trade gap","व्यापार अंतराल",
10244,"trade goods","व्यापारि‍क वस्तुएं",
10245,"trade off","समझौताकारी समन्वयन",
10246,"trade on","से अनुचि‍त लाभ उठाना",
10247,"trade practice","व्यापार परि‍पाटी",
10248,"trade price fair","उचि‍त व्यापार कीमत",
10249,"trade promotion","व्यापार संवर्धन",
10250,"trade protocol","व्यापार करार, समझौता (राष्ट्रों के बीच)",
10251,"trade reference","व्यापारि‍क हवाला, संदर्भ",
10252,"trade risks","व्यापारगत जोखि‍म",
10253,"trade route","व्यापार मार्ग",
10254,"trade share","ट्रेड, लेन-देन के लि‍ए रखे गए शेयर",
10255,"trade surplus","व्यापार अधि‍शेष",
10256,"traded goods","व्यापारि‍त माल",
10257,"trader","व्यापारी",
10258,"tradesman","व्यापारी",
10259,"trading account","व्यापारि‍क खाता",
10260,"trading down","सस्ते माल का व्यापार करना",
10261,"trading estates","व्यापारि‍क बस्ति‍यां",
10262,"trading post","व्यापार, सौदे का केंद्र, स्थान",
10263,"trading ring","ट्रेडिंग रिंग",
10264,"traffic","अवैध व्यापार करना",
10265,"trafficker","अवैध व्यापारी",
10266,"trafficking in import","आयात लाइसेंसों की चोर-बाजारी",
10267,"tranche","श्रृंखला",
10268,"trans frontier trade","सीमा पार व्यापार",
10269,"transaction","संव्यवहार",
10270,"transactional banking","संव्यवहार बैंकिंग",
10271,"transcribe","प्रति‍लेखन",
10272,"transfer","अंतरण",
10273,"transfer adjustment","अंतरण समायोजन",
10274,"transfer entry","अंतरण प्रवि‍ष्टि",
10275,"transfer ledger extract","अंतरण खाता-बही सार",
10276,"transfer price mechanism","अंतरण कीमत प्रणाली",
10277,"transfer responding advices","अंतरण जवाबी सूचना",
10278,"transfer scroll","अंतरण सूची",
10279,"transfer transactions","अंतरण लेनदेन",
10280,"transferable","अंतरणीय",
10281,"transferee","अंतरि‍ती",
10282,"transferor","अंतरणकर्ता",
10283,"transferor by delivery","सुपुर्दगी द्वारा अंतरणकर्ता",
10284,"transformation","रूपांतरण",
10285,"transient duty","अल्पकालि‍क शुल्क",
10286,"transient goods","अस्थायी, असंचेय वस्तुएं",
10287,"transit book","पारवहन बही",
10288,"transit period","पारवहन अवधि",
10289,"transit policy","मार्गस्थ माल नीति",
10290,"transit trade","स्थानांतरण, पारगमन व्यापार",
10291,"transit visa","पारगमन वीजा",
10292,"transitory pooling account","अस्थायी समुच्चयन , पूलिंग खाते",
10293,"transmission of figures","आंकड़ों का प्रेषण",
10294,"transmutation effect","रूपांतरण प्रभाव",
10295,"trans-national banking","पारदेशीय बैंकिंग",
10296,"transnational cyber money","अंतरराष्ट्रीय साइबर मुद्रा",
10297,"transparency of account","खाते की पारदर्शि‍ता",
10298,"transport charge","ढुलाई , परि‍वहन प्रभार, शुल्क",
10299,"transportation","परि‍वहन",
10300,"transshipment trade","लदान-अंतरण व्यापार",
10301,"transshipper","पोतांतरक",
10302,"trapped bull","फंसा, घि‍रा तेजड़ि‍या",
10303,"traveller's cheque","यात्री चेक",
10304,"travelling cash safe","सफरी ति‍जोरी",
10305,"travelling expenses account","यात्रा व्यय खाता",
10306,"treasure","खजाना",
10307,"treasure trove","नि‍खात नि‍धि (धरती के भीतर गड़ा हुआ धन)",
10308,"treasurer","कोषपाल",
10309,"treasury","राजकोष",
10310,"treasury and sub-treasury","खजाना और उप खजाना",
10311,"treasury balance","राजकोष , खजाना शेष",
10312,"treasury bill","राजकोष , खजाना बि‍ल",
10313,"treasury coupon","राजकोष , खजाना कूपन",
10314,"treasury deposit","राजकोष , खजाना जमा",
10315,"treasury operations","ट्रेजरी , कोषागार परि‍चालन",
10316,"treasury receipts","राजकोष, खजाना प्राप्ति‍यां, रसीदें",
10317,"treasury stock","खजाना स्टॉक",
10318,"trial and error pricing","परीक्षण कीमत-नि‍र्धारण",
10319,"trial balance","तल-पट",
10320,"triangular trade","त्रि‍पक्षीय व्यापार",
10321,"tribunal","न्यायाधि‍करण",
10322,"tricky price bands","जटि‍ल , अस्थि‍र कीमत बैंड,सूची",
10323,"trigger","उत्प्रेरि‍त करना",
10324,"trigger point","उत्प्ररेक बिंदु",
10325,"trip transit insurance","यात्रांतर्गत जोखि‍म बीमा",
10326,"tripartite agreement","त्रि‍पक्षीय करार",
10327,"trough rate","न्यूनतम दर",
10328,"truck","अदला-बदली, लेन-देन करना",
10329,"truck system","वस्तु मजदूरी प्रणाली",
10330,"true discount","असल बट्टा",
10331,"trust account","न्यास लेखा",
10332,"trust and retention account agreement","न्यास तथा प्रति‍धारण लेखा करार",
10333,"trust deed","न्यास वि‍लेख",
10334,"trust deposit","न्यास जमा",
10335,"trust fund loan","न्यास नि‍धि ऋण",
10336,"trust money","न्यास धन",
10337,"trust receipt","न्यास रसीद",
10338,"trusteeship","न्यासधारि‍ता",
10339,"trustification","न्यासीकरण",
10340,"trustworthiness","वि‍श्वसनीयता",
10341,"turn around (business)","कायापलट (व्यवसाय की)",
10342,"turn-key project","तैयार, टर्न-की परि‍योजना (तैयार हालत में प्रस्तुत की जानेवाली परि‍योजना)",
10343,"turnout","उत्पाद",
10344,"turnover","व्यापारावर्त",
10345,"turnover of capital","पूंजी आवर्त",
10346,"turnover of deposits","जमाराशि आवर्त",
10347,"turnover tax","पण्यावर्त, आवर्त कर",
10348,"two way movements","दुतरफा गति‍वि‍धि",
10349,"two way quotes","क्रय-वि‍क्रय भाव , दर",
10350,"two way rate","दुतरफा दर",
10351,"two-tailed test","द्वि‍पक्षीय परीक्षण,उभयपक्षीय परीक्षण",
10352,"two-tier exchange rate","द्वि‍स्तरीय वि‍नि‍मय दर",
10353,"two-way clearing","दुतरफा समाशोधन",
10354,"tying contract","अनुबद्ध संवि‍दा",
10355,"typical value","वि‍शि‍ष्ट मूल्य",
10356,"ulterior motive","अंतरस्थ हेतु",
10357,"ultimate consignee","अंति‍म परेषि‍ती (अंति‍म माल पानेवाला)",
10358,"ultimate consumer","अंति‍म उपभोक्ता",
10359,"umbrella fund","समावेशक नि‍धि",
10360,"umbrella organisation","छत्र संगठन",
10361,"umbrella supervisory authority","समावेशी पर्यवेक्षी प्राधि‍करण",
10362,"umpire clause","अधि‍नि‍र्णायक खंड",
10363,"unabsorbed depreciation","अनवशोषि‍त मूल्यह्रास",
10364,"unaccounted money","बेहि‍साबी धन",
10365,"unadjusted balances","असमायोजि‍त शेष",
10366,"unadjusted claims","असमायोजि‍त दावे",
10367,"unaided","बि‍ना सहायता का",
10368,"unallocable","अवि‍नि‍धानीय",
10369,"unallotted","अनाबंटि‍त",
10370,"unambiguously inflationary","असंदि‍ग्ध रूप से स्फीति‍कारी",
10371,"unanimous","सर्वसम्मत",
10372,"unappropriable goods","अवि‍नि‍योजनीय वस्तुएं",
10373,"unappropriated profit","अवि‍नि‍योजि‍त लाभ",
10374,"unauthorized aid","अनधि‍कृत सहायता",
10375,"unavoidable expenses","अपरि‍हार्य खर्च",
10376,"unbalanced budget","असंतुलि‍त बजट",
10377,"unbanked areas, centres","बैंक-रहि‍त क्षेत्र , केंद्र",
10378,"uncalled capital","अनाहूत पूंजी",
10379,"uncashed cheques","भुनाए न गए चेक",
10380,"unclaimed balances","अदावी खातों के शेष",
10381,"unclaimed consignment","अदावी माल",
10382,"unclassified document","अवर्गीकृत प्रलेख,दस्तावेज",
10383,"unclassified receipts","अवर्गीकृत प्राप्ति‍यां",
10384,"uncleared balance","असमाशोधि‍त शेष",
10385,"uncleared effects","असमाशोधि‍त राशि‍यां",
10386,"uncommitted fund","अवचनबद्ध नि‍धि",
10387,"unconditional character of cheque","चेक की शर्त रहि‍त वि‍शेषता",
10388,"unconfirmed credit (=revocable credit)","अपुष्ट , वि‍कल्पी उधार",
10389,"unconfirmed documentary credit","अपुष्ट प्रलेखी , दस्तावेजी ऋण",
10390,"uncontrolled cost","अनि‍यंत्रि‍त लागत",
10391,"uncorroborated testimony","असंपुष्ट परि‍साक्ष्य",
10392,"uncovered","बि‍ना बीमे का",
10393,"uncovered bear","अरक्षि‍त मंदडि‍या",
10394,"uncovered debt","अरक्षि‍त , बेजमानती कर्ज",
10395,"uncovered demand","अपूरि‍त मांग",
10396,"uncrossed cheque","अरेखि‍त चेक",
10397,"uncurrent coin","अप्रचलि‍त सि‍क्का",
10398,"uncurrent scrips","अप्रचलि‍त प्रति‍भूति‍यां , शेयर , स्क्रि‍प",
10399,"undated cheque","अदि‍नांकि‍त चेक",
10400,"under charge","प्रभार के अधीन",
10401,"under consideration","वि‍चाराधीन",
10402,"under examination","परीक्षाधीन",
10403,"under one's hand","हस्ताक्षर-सहि‍त",
10404,"under proprietary right","स्वामि‍त्व अधि‍कार के अंतर्गत",
10405,"under protest","अभ्यापत्ति सहि‍त",
10406,"under reference","संदर्भाधीन",
10407,"under review","समीक्षाधीन",
10408,"under the table dealing","गैर-कानूनी लेन-देन",
10409,"underassessment","न्यून मूल्यांकन",
10410,"underbanked centres","कम बैंक सुवि‍धावाले केंद्र",
10411,"underbid","कम बोली लगाना",
10412,"undercapitalized","अवपूंजीकृत",
10413,"undercharge","कम दाम लेना",
10414,"underdeveloped","अल्पवि‍कसि‍त",
10415,"underemployed manpower","अल्पनि‍योजि‍त मानव शक्ति",
10416,"underemployment","अल्प-रोजगार",
10417,"underestimate","कम अनुमान लगाना",
10418,"under- farmer","उप-कृषक",
10419,"underfed","अल्पपोषि‍त",
10420,"underground economy","प्रच्छन्न अर्थव्यवस्था",
10421,"underhand","शागि‍र्द कारीगर",
10422,"underinvoicing","अव,न्यून बीजकीकरण",
10423,"underissue","अव,न्यून नि‍र्गम",
10424,"underlease","उप-पट्टा",
10425,"underlessee","उप-पट्टेदार",
10426,"underletting","उप-पट्टाकरण",
10427,"underlying asset","अंतर्नि‍हि‍त, आधार आस्ति, परि‍संपत्ति",
10428,"underlying demand","अंतर्नि‍हि‍त, आधार मांग",
10429,"underlying inflation","अंतर्नि‍हि‍त मुद्रास्फीति",
10430,"underlying mortgage","पहला बंधक",
10431,"underpin","सहारा देना",
10432,"underprivileged","अल्पसुवि‍धा-प्राप्त",
10433,"underproduction","न्यून उत्पादन",
10434,"undersell","कम दाम पर बेचना",
10435,"undersubscribed","अल्प-अभि‍दत्त",
10436,"undertaking","उपक्रम",
10437,"undertone","प्रच्छन्न रु ख",
10438,"underutilization of capital","पूंजी का अल्पप्रयोग",
10439,"undervaluation","न्यून मूल्यांकन",
10440,"undervalue","न्यून मूल्य",
10441,"undervalued currency","अधोमूल्यि‍त , न्यून मूल्यवाली मुद्रा",
10442,"underwater","डूबंत, अलाभकारी (नि‍वेश ,परि‍योजना)",
10443,"underwater loan","अलाभकारी ऋण",
10444,"underwrite","हामीदारी देना",
10445,"underwriter","हामीदार",
10446,"underwriting","हामीदारी अंकन",
10447,"undisbursed balances","असंवि‍तरि‍त शेष",
10448,"undisbursed loan","असंवि‍तरि‍त ऋण",
10449,"undischarged","अनुन्मोचि‍त",
10450,"undischarged bankrupt","अनुन्मोचि‍त दि‍वालि‍या",
10451,"undischarged insolvent debtor","अनुन्मोचि‍त दि‍वालि‍या देनदार , कर्जदार, ऋणी",
10452,"undisclosed factoring","अव्यक्त फैक्टरिंग",
10453,"undisclosed income","अप्रकटि‍त आय",
10454,"undistributable reserve","अवि‍तरणीय आरक्षि‍त नि‍धि",
10455,"undistributed profits","अवि‍तरि‍त लाभ",
10456,"undivided family","अवि‍भक्त परि‍वार",
10457,"undrawn amount","अनाहरि‍त राशि",
10458,"undrawn balances","अनाहरि‍त शेषराशि‍यां",
10459,"undue credit expansion","अनुचि‍त ऋण वि‍स्तार",
10460,"undue discrimination","अनुचि‍त भेदभाव",
10461,"unemployable","अनि‍योज्य",
10462,"unemployed resources","अप्रयुक्त संसाधन",
10463,"unemployment benefit","बेरोजगारी , बेकारी हि‍तलाभ",
10464,"unencumbered ownership","भार-रहि‍त स्वामि‍त्व",
10465,"unencumbered security","भार-रहि‍त प्रति‍भूति",
10466,"unenforceable","अप्रवर्तनीय",
10467,"unexpended balance","व्यय न कि‍या गया शेष",
10468,"unexpired usance","असमाप्त अवधि, मीयाद",
10469,"unfair competition","अनुचि‍त प्रति‍स्पर्धा",
10470,"unfair dismissal","अनुचि‍त बर्खास्तगी",
10471,"unfair means","अनुचि‍त तरीके",
10472,"unfair trade practices","अनुचि‍त व्यापार कार्य-प्रणालि‍यां, पद्धति‍यां",
10473,"unfavourable balance of trade","प्रति‍कूल व्यापार शेष",
10474,"unfavourable rate of exchange","प्रति‍कूल वि‍नि‍मय दर",
10475,"unfettered markets","अबाधि‍त बाजार",
10476,"unfettered powers","अबाधि‍त शक्ति‍यां",
10477,"unforeseen charges","आकस्मि‍क प्रभार",
10478,"unforeseen contingencies","अकल्पि‍त आकस्मि‍क परि‍स्थि‍ति‍यां",
10479,"unforeseen expenditure","अकल्पि‍त , आकस्मि‍क व्यय",
10480,"unfunded debt","अनि‍धि‍क कर्ज",
10481,"unfunded income","अनि‍धि‍क आय",
10482,"unhedged","अरक्षि‍त,बचाव-रहि‍त",
10483,"unhedged foreign currency exposure","अरक्षि‍त वि‍देशी मुद्रा एक्सपोजर",
10484,"unidentifiable notes","बेशि‍नाख्ती नोट",
10485,"unified bond","एकीकृत बॉण्ड",
10486,"unified exchange rate regime","एकीकृत वि‍नि‍मय दर पद्धति, व्यवस्था",
10487,"unified scale of pay","एकीकृत वेतनमान",
10488,"unified stock","एकीकृत स्टॉक",
10489,"uniform agricultural price structure","एकसमान कृषि कीमत ढांचा",
10490,"uniform balance book","एकसमान तुलन बही",
10491,"uniform code","समान संहि‍ता",
10492,"uniform costing","समान लागत नि‍र्धारण",
10493,"uniform customs & practices","समान , एकरूप रू ढ़ि‍यां और पद्धति‍यां",
10494,"uniform margin","एकसमान मार्जि‍न",
10495,"uniform rate of exchange","एकसमान वि‍नि‍मय दर",
10496,"unilateral relief","एकपक्षीय राहत",
10497,"unilateral transfer","एकतरफा अंतरण",
10498,"unimpaired capital","अक्षत पूंजी",
10499,"unincorporated trading","अनि‍गमि‍त व्यापार",
10500,"uninsurable risk","बीमा-अयोग्य जोखि‍म",
10501,"unintended financial benefits","अनभि‍प्रेत वि‍त्तीय लाभ",
10502,"union excise duties","केंद्रीय उत्पाद शुल्क",
10503,"union insignia","संघ चि‍ह्न",
10504,"unique identity","वि‍शि‍ष्ट पहचान",
10505,"unique selling point","वि‍शि‍ष्ट वि‍क्रय गुण",
10506,"unirrigated land","असिंचि‍त भूमि",
10507,"unissued capital","अनि‍र्गमि‍त पूंजी",
10508,"unissued stock","अनि‍र्गमि‍त, अवि‍क्रीत स्टॉक",
10509,"unit banking system","इकाई बैंकिंग व्यवस्था",
10510,"unit benefit plan","इकाई हि‍तलाभ योजना",
10511,"unit capital","यूनि‍ट पूंजी",
10512,"unit cost of operation","परि‍चालन की इकाई लागत",
10513,"unit elasticity of demand","मांग की इकाई लोच",
10514,"unit handling cost","इकाई संचालन लागत",
10515,"unit pricing","इकाई कीमत-नि‍र्धारण",
10516,"unit-linked insurance plan","यूनि‍ट-सहबद्ध बीमा योजना",
10517,"Univariate Time Series Models","एकल परि‍वर्ती समय-श्रृंखला मॉडल",
10518,"universal banking","सर्वव्यापी बैंकिंग",
10519,"universal value","सार्वभौम मूल्य",
10520,"unlawful consideration","अवैध प्रति‍फल",
10521,"unlawful holder","अवैध धारक",
10522,"unlimited company","असीमि‍त देयतावाली कंपनी",
10523,"unlimited liability","असीमि‍त देयता",
10524,"unlimited partnership","असीमि‍त भागीदारी",
10525,"unliquidated damages","अपरि‍नि‍र्धारि‍त, अनि‍र्णीत हर्जाना",
10526,"unliquidated or contingent debt","अपरि‍नि‍र्धारि‍त या आकस्मि‍क कर्ज",
10527,"unlisted stock","असूचीबद्ध स्टॉक",
10528,"unloading charges","उतराई खर्च,उतराई प्रभार",
10529,"unloading of shares","शेयरों की भारी बि‍क्री",
10530,"unlocated loss","अज्ञात हानि‍",
10531,"unmanifested goods","मालसूची-बाह्य वस्तुएं",
10532,"unmarred finance charges","अक्षत वि‍त्त प्रभार",
10533,"unmatched transaction","बेमेल लेनदेन",
10534,"unmatured transaction","अपरि‍पक्व लेनदेन",
10535,"unoperated account","अपरि‍चालि‍त खाता",
10536,"unpaid","अदत्त",
10537,"unparted bullion","अपरि‍ष्कृत बुलि‍यन",
10538,"unplanned economy","योजनारहि‍त अर्थव्यवस्था",
10539,"unprocessed","अप्रसंस्कृत",
10540,"unproductive investment","अनुत्पादक , अनर्जक नि‍वेश",
10541,"unqualified","अनर्ह",
10542,"unquoted securities","सूची से इतर प्रति‍भूति‍यां",
10543,"unrealized appreciation account","अप्राप्त मूल्यवृद्धि खाता",
10544,"unrealized capital gain","अप्राप्त पूंजी अभि‍लाभ",
10545,"unrecoverable advance","अवसूलनीय अग्रि‍म",
10546,"unredeemable","अमोचनीय",
10547,"unredeemed pledge","अमोचि‍त गि‍रवी",
10548,"unregulated market","अवि‍नि‍यमि‍त मंडी,बाजार",
10549,"unreleased stock","अनि‍र्मोचि‍त स्टॉक",
10550,"unremunerative","अलाभकारी",
10551,"unrestricted random sampling","अप्रति‍बंधि‍त यादृच्छि‍क नमूना-चयन",
10552,"unsecured","अरक्षि‍त",
10553,"unsecured creditor","बेजमानती ऋणदाता , लेनदार",
10554,"unsecured loans and advances","गैर-जमानती, अरक्षि‍त ऋण और अग्रि‍म",
10555,"unsettled account","अनि‍र्णीत खाता",
10556,"unskilled labour","अकुशल श्रमि‍क, मजदूर",
10557,"unspent balance","अव्ययि‍त शेष",
10558,"unstable exchange rate","अस्थि‍र वि‍नि‍मय दर",
10559,"untapped potential","अदोहि‍त, अप्रयुक्त क्षमता",
10560,"untapped segments","अदोहि‍त, अनछुए क्षेत्र",
10561,"untapped sources","अदोहि‍त, अप्रयुक्त स्रोत, साधन",
10562,"untenable","असमर्थनीय",
10563,"untied aid","शर्तमुक्त सहायता",
10564,"untransferable","अहस्तांतरणीय",
10565,"unutilized capacity","अदोहि‍त, अप्रयुक्त क्षमता",
10566,"unviable unit","गैर अर्थक्षम, अलाभकारी यूनि‍ट",
10567,"unwary depositor","असतर्क जमाकर्ता",
10568,"unwinding (investments)","मोचन (नि‍वेश)",
10569,"upcoming industries","नए उद्योग",
10570,"upcountry advices","देश के सुदूर भागों से प्राप्त सूचनाएं",
10571,"upcountry branch","दूरस्थ शाखा",
10572,"upcountry centres' collection","दूरस्थ केंद्रों की वसूली",
10573,"upcountry client","दूरदराज का ग्राहक",
10574,"upcountry market","अंतर्वर्ती बाजार",
10575,"upcountry operators","दूरदराज के खरीदार (शेयरों के संदर्भ में)",
10576,"updating","अद्यतन बनाना",
10577,"upfront charges","प्रारंभि‍क प्रभार",
10578,"upgrade","कोटि-उन्नयन करना",
10579,"uphold","मान्य ठहराना",
10580,"uploading of signatures","हस्ताक्षर अपलोड करना",
10581,"upselling","उपरि-बि‍क्री",
10582,"upset price","न्यूनतम बोली",
10583,"upstreaming of dividends","लाभांश का ऊर्ध्व प्रवाह",
10584,"upswing in economy","अर्थव्यवस्था में तेजी",
10585,"upward pressure on prices","कीमतों पर ऊर्ध्वमुखी दबाव",
10586,"upward trend","ऊर्ध्वमुखी, वृद्धि की प्रवृत्ति",
10587,"urban bank","शहरी बैंक",
10588,"usage of trade","व्यापार प्रथा",
10589,"usance","(बि‍ल,हुंडी की) प्रचलि‍त अवधि",
10590,"usance bill,hundi","मीयादी, मुद्दती बि‍ल, हुंडी",
10591,"usance of a bill","बि‍ल,हुंडी की मीयाद , मुद्दत",
10592,"usance promissory note","मुद्दती रुक्का",
10593,"user cost","प्रयोक्ता लागत",
10594,"user friendly","प्रयोक्ता-अनुकूल",
10595,"u-shaped recovery","मंथर रि‍कवरी",
10596,"usual margin","नि‍यमि‍त मार्जि‍न",
10597,"usual safeguards","सामान्य रक्षोपाय",
10598,"usurious loan","अति‍ब्याजी ऋण",
10599,"usury","सूदखोरी",
10600,"usury lending","सूदखोरीपूर्ण उधार",
10601,"utility theory of value","मूल्य का उपयोगि‍ता सि‍द्धांत",
10602,"utmost good faith","परम सद्भाव",
10603,"utopian planning","काल्पनि‍क आयोजना",
10604,"utterer of coin","जाली सि‍क्का चलानेवाला",
10605,"U-turn in economy","अर्थव्यवस्था में आमूलचूल परि‍वर्तन",
10606,"valid nomination","वि‍धि‍मान्य , वैध नामांकन",
10607,"valid sanction","वि‍धि‍मान्य , वैध मंजूरी",
10608,"validation","वि‍धि‍मान्यकरण",
10609,"validation code","वि‍धि‍मान्यकरण , वैधीकरण कूट",
10610,"validity date","वि‍धि‍मान्यता , वैधता , मान्यता तारीख",
10611,"validity period","वि‍धि‍मान्यता , वैधता अवधि",
10612,"valley of depression","महामंदी का दौर",
10613,"valorization","मूल्य-स्थि‍रीकरण",
10614,"valuable consideration","मूल्यवान प्रति‍फल",
10615,"valuables","मूल्यवान वस्तुएं",
10616,"valuation","मूल्यांकन",
10617,"valuation basket","मूल्यांकन मुद्रा-समूह",
10618,"valuation charges","मूल्यांकन प्रभार",
10619,"valuation gains","मूल्यांकन अभि‍लाभ",
10620,"valuation method","मूल्यनि‍र्धारण वि‍धि",
10621,"value added statement","मूल्यवर्धि‍त वि‍वरणी",
10622,"value at risk","जोखि‍म मूल्य",
10623,"value in account","लेखा मूल्य",
10624,"value in exchange","वि‍नि‍मय मूल्य",
10625,"value in use","उपयोग मूल्य",
10626,"value investing","मूल्य, मूल्यवान नि‍वेश (=शेयर के सस्ते वर्तमान भाव को ध्यान में रखकर कि‍या गया नि‍वेश)",
10627,"value of money","मुद्रा मूल्य",
10628,"value payable","संदेय मूल्य",
10629,"value-added tax","मूल्य-योजि‍त कर",
10630,"valuer","मूल्यांकनकर्ता",
10631,"vanilla project","सरल परि‍योजना",
10632,"variability of investment","नि‍वेश परि‍वर्तनीयता",
10633,"variable capital","परि‍वर्ती  पूंजी",
10634,"variable cost","परि‍वर्ती लागत",
10635,"variable overhead cost","परि‍वर्ती उपरि लागत",
10636,"variable reserve ratio","परि‍वर्ती आरक्षि‍त-नि‍धि अनुपात",
10637,"variables","परि‍वर्ती",
10638,"variance","अंतर",
10639,"variation","परि‍वर्तन",
10640,"variation diagram","वि‍भि‍न्नता आरेख",
10641,"variation equation","वि‍चरण समीकरण",
10642,"variation in qualities","गुण वैभि‍न्य",
10643,"varied margin","घटता-बढ़ता मार्जि‍न",
10644,"vault","वाल्ट, ति‍जोरी",
10645,"vega risk","वेगा, परि‍वर्तन जोखि‍म",
